,Season,Week_No,Team,Opponent,Venue,Result,Player Name,Minute,Event,X_cord,Y_cord,xGoal,Situation,Type,Assist Player,Assist Type
18,2020-2021,1,Bayern Munich,Schalke 04,Home,Win,Leroy Sané,70,Goal,0.825,0.4759999847412109,0.3720955550670624,OpenPlay,LeftFoot,Joshua Kimmich,Throughball
19,2020-2021,1,Bayern Munich,Schalke 04,Home,Win,Jamal Musiala,80,Goal,0.8619999694824219,0.6040000152587891,0.1076266542077064,OpenPlay,RightFoot,Robert Lewandowski,Pass
20,2020-2021,1,Bayern Munich,Schalke 04,Home,Win,Joshua Kimmich,83,MissedShots,0.6869999694824219,0.6120000076293945,0.0332166776061058,DirectFreekick,RightFoot,,Standard
21,2020-2021,1,Schalke 04,Bayern Munich,Away,Defeat,Gonçalo Paciência,0,SavedShot,0.8669999694824219,0.6980000305175781,0.0332792028784751,OpenPlay,LeftFoot,Amine Harit,Chipped
22,2020-2021,1,Schalke 04,Bayern Munich,Away,Defeat,Sebastian Rudy,1,BlockedShot,0.7480000305175781,0.3220000076293945,0.0142402257770299,FromCorner,RightFoot,,None
23,2020-2021,1,Schalke 04,Bayern Munich,Away,Defeat,Gonçalo Paciência,12,MissedShots,0.850999984741211,0.3220000076293945,0.0411570593714714,OpenPlay,LeftFoot,Rabbi Matondo,Pass
24,2020-2021,1,Schalke 04,Bayern Munich,Away,Defeat,Bastian Oczipka,53,BlockedShot,0.750999984741211,0.6309999847412109,0.0157301630824804,FromCorner,LeftFoot,,None
25,2020-2021,1,Schalke 04,Bayern Munich,Away,Defeat,Benito Raman,80,MissedShots,0.963000030517578,0.3220000076293945,0.0453431233763694,OpenPlay,RightFoot,,None
26,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Dominik Kohr,8,MissedShots,0.7809999847412109,0.745,0.0500388815999031,DirectFreekick,RightFoot,,Standard
27,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Bas Dost,16,SavedShot,0.9230000305175782,0.4579999923706054,0.0457056835293769,FromCorner,Head,Daichi Kamada,CornerAwarded
28,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Danny da Costa,17,BlockedShot,0.7980000305175782,0.3420000076293945,0.0266189500689506,OpenPlay,RightFoot,,None
29,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Sebastian Rode,20,SavedShot,0.745999984741211,0.37,0.0152758257463574,FromCorner,RightFoot,,None
30,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Danny da Costa,21,MissedShots,0.911999969482422,0.4329999923706055,0.0944136008620262,OpenPlay,RightFoot,Filip Kostic,Cross
31,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Dominik Kohr,25,BlockedShot,0.7080000305175781,0.6669999694824219,0.0132527947425842,OpenPlay,RightFoot,Sebastian Rode,Pass
32,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,David Abraham,26,BlockedShot,0.965999984741211,0.4059999847412109,0.0669538676738739,FromCorner,Head,Daichi Kamada,Cross
33,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,André Silva,31,SavedShot,0.901999969482422,0.4659999847412109,0.7733567357063293,OpenPlay,RightFoot,Bas Dost,TakeOn
34,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,André Silva,46,BlockedShot,0.855,0.4,0.0484886951744556,OpenPlay,RightFoot,Steven Zuber,Cross
35,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Martin Hinteregger,47,ShotOnPost,0.9619999694824218,0.545,0.4868828356266022,FromCorner,Head,Aymen Barkok,Cross
36,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Aymen Barkok,48,SavedShot,0.7519999694824219,0.4540000152587891,0.0192176904529333,OpenPlay,RightFoot,Filip Kostic,None
37,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Daichi Kamada,56,BlockedShot,0.7830000305175782,0.4159999847412109,0.0314923040568828,OpenPlay,RightFoot,Aymen Barkok,Pass
38,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,André Silva,61,Goal,0.960999984741211,0.515,0.5061036348342896,OpenPlay,Head,Bas Dost,HeadPass
39,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Steven Zuber,65,MissedShots,0.8880000305175781,0.4779999923706055,0.0745043754577636,OpenPlay,Head,Filip Kostic,Cross
40,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Daichi Kamada,71,MissedShots,0.8769999694824219,0.3890000152587891,0.0905060842633247,OpenPlay,RightFoot,Steven Zuber,Pass
41,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Bas Dost,83,MissedShots,0.8730000305175781,0.5059999847412109,0.0443532094359397,OpenPlay,Head,Filip Kostic,Cross
42,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Stefan Ilsanker,83,SavedShot,0.895,0.6140000152587891,0.02015414647758,FromCorner,Head,Daichi Kamada,Cross
43,2020-2021,1,Eintracht Frankfurt,Arminia Bielefeld,Home,Draw,Martin Hinteregger,89,MissedShots,0.9440000152587892,0.57,0.0619655400514602,SetPiece,Head,Aymen Barkok,Aerial
44,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Manuel Prietl,24,MissedShots,0.7669999694824219,0.3629999923706055,0.0224161949008703,OpenPlay,RightFoot,,Dispossessed
45,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Manuel Prietl,38,SavedShot,0.6990000152587891,0.5479999923706055,0.0146624939516186,OpenPlay,RightFoot,Marcel Hartel,Pass
46,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Sergio Córdova,42,BlockedShot,0.8530000305175781,0.5159999847412109,0.095648281276226,OpenPlay,RightFoot,Ritsu Doan,Pass
47,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Anderson-Lenda Lucoqui,42,MissedShots,0.725999984741211,0.5220000076293946,0.0129487803205847,OpenPlay,LeftFoot,,Rebound
48,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Ritsu Doan,49,MissedShots,0.749000015258789,0.484000015258789,0.0174516327679157,OpenPlay,LeftFoot,Sergio Córdova,TakeOn
49,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Cebio Soukou,50,Goal,0.8809999847412109,0.3559999847412109,0.1161739230155944,OpenPlay,RightFoot,Sergio Córdova,Throughball
50,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Fabian Klos,52,BlockedShot,0.88,0.37,0.0767338052392005,OpenPlay,RightFoot,Stefan Ortega Moreno,Chipped
51,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Amos Pieper,53,MissedShots,0.9490000152587892,0.62,0.032687921077013,FromCorner,Head,Ritsu Doan,Cross
52,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Fabian Klos,74,SavedShot,0.7869999694824219,0.639000015258789,0.0248778965324163,OpenPlay,RightFoot,,None
53,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Sergio Córdova,76,MissedShots,0.9,0.469000015258789,0.0542748384177684,OpenPlay,Head,Cédric Brunner,Pass
54,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Sven Schipplock,92,SavedShot,0.77,0.7319999694824219,0.0151794608682394,OpenPlay,RightFoot,,BallTouch
55,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Fabian Kunze,94,BlockedShot,0.895,0.6170000076293946,0.1173896417021751,OpenPlay,LeftFoot,,TakeOn
56,2020-2021,1,Arminia Bielefeld,Eintracht Frankfurt,Away,Draw,Sven Schipplock,94,MissedShots,0.7930000305175782,0.634000015258789,0.0221850909292697,OpenPlay,RightFoot,,Rebound
57,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Marius Bülter,7,BlockedShot,0.759000015258789,0.53,0.0244287978857755,OpenPlay,RightFoot,Sheraldo Becker,Pass
58,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Marcus Ingvartsen,18,MissedShots,0.93,0.429000015258789,0.1089723855257034,OpenPlay,RightFoot,Christian Gentner,Cross
59,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Grischa Prömel,21,BlockedShot,0.6809999847412109,0.6630000305175782,0.0106003191322088,OpenPlay,RightFoot,Marius Bülter,Pass
60,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Sheraldo Becker,26,BlockedShot,0.8669999694824219,0.2629999923706054,0.0358522944152355,OpenPlay,RightFoot,,BallRecovery
61,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Marius Bülter,47,MissedShots,0.8369999694824218,0.7369999694824219,0.0255712289363145,OpenPlay,RightFoot,Grischa Prömel,Pass
62,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Robert Andrich,53,BlockedShot,0.74,0.524000015258789,0.0130564868450164,SetPiece,RightFoot,,None
63,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Marcus Ingvartsen,63,MissedShots,0.901999969482422,0.5570000076293945,0.0780342295765876,OpenPlay,Head,Marius Bülter,Cross
64,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Christopher Lenz,68,BlockedShot,0.759000015258789,0.7380000305175781,0.0161687843501567,OpenPlay,LeftFoot,Sheraldo Becker,Pass
65,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Marius Bülter,74,Goal,0.9309999847412108,0.4609999847412109,0.4354788959026336,OpenPlay,LeftFoot,Christopher Lenz,Cross
66,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Christopher Lenz,78,SavedShot,0.6809999847412109,0.5429999923706055,0.0119909597560763,FromCorner,LeftFoot,,None
67,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Cedric Teuchert,83,SavedShot,0.95,0.6020000076293945,0.1941641867160797,OpenPlay,Head,Marius Bülter,Cross
68,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Marcus Ingvartsen,85,MissedShots,0.705999984741211,0.37,0.0152877029031515,OpenPlay,LeftFoot,Marius Bülter,Pass
69,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Joshua Mees,95,MissedShots,0.9290000152587892,0.5729999923706055,0.0482865422964096,SetPiece,Head,Niko Gießelmann,Aerial
70,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Christopher Trimmel,95,BlockedShot,0.735,0.4540000152587891,0.0121779013425111,SetPiece,RightFoot,,None
71,2020-2021,1,Union Berlin,Augsburg,Home,Defeat,Joshua Mees,95,MissedShots,0.8590000152587891,0.590999984741211,0.015080040320754,OpenPlay,Head,Robin Knoche,Aerial
72,2020-2021,1,Augsburg,Union Berlin,Away,Win,Daniel Caligiuri,5,BlockedShot,0.8390000152587891,0.2739999961853027,0.0263069253414869,OpenPlay,LeftFoot,,None
73,2020-2021,1,Augsburg,Union Berlin,Away,Win,Florian Niederlechner,38,BlockedShot,0.855,0.2329999923706054,0.020751429721713,OpenPlay,RightFoot,,None
74,2020-2021,1,Augsburg,Union Berlin,Away,Win,Ruben Vargas,39,Goal,0.9359999847412108,0.5179999923706055,0.485221117734909,OpenPlay,Head,Raphael Framberger,Cross
75,2020-2021,1,Augsburg,Union Berlin,Away,Win,Felix Uduokhai,45,SavedShot,0.9080000305175782,0.4540000152587891,0.0689465627074241,SetPiece,Head,Daniel Caligiuri,Chipped
76,2020-2021,1,Augsburg,Union Berlin,Away,Win,André Hahn,76,SavedShot,0.8640000152587891,0.5420000076293945,0.0149599472060799,FromCorner,Head,,Aerial
77,2020-2021,1,Augsburg,Union Berlin,Away,Win,Michael Gregoritsch,81,Goal,0.905,0.4870000076293945,0.2866182029247284,OpenPlay,Head,Iago,Cross
78,2020-2021,1,Augsburg,Union Berlin,Away,Win,Michael Gregoritsch,86,MissedShots,0.8119999694824219,0.500999984741211,0.0411051101982593,OpenPlay,LeftFoot,Raphael Framberger,Cross
79,2020-2021,1,Augsburg,Union Berlin,Away,Win,Fredrik Jensen,88,BlockedShot,0.730999984741211,0.4129999923706055,0.0254944004118442,OpenPlay,RightFoot,Alfred Finnbogason,Pass
80,2020-2021,1,Augsburg,Union Berlin,Away,Win,André Hahn,88,Goal,0.931999969482422,0.4329999923706055,0.4628514945507049,OpenPlay,LeftFoot,,Rebound
81,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Sebastian Andersson,13,MissedShots,0.9130000305175782,0.494000015258789,0.0498470738530159,OpenPlay,Head,,Aerial
82,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Sebastian Andersson,21,Goal,0.943000030517578,0.5359999847412109,0.4334740936756134,OpenPlay,Head,Jan Thielmann,Cross
83,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Sebastian Andersson,45,SavedShot,0.950999984741211,0.5359999847412109,0.5504514575004578,OpenPlay,RightFoot,Jannes Horn,Cross
84,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Jan Thielmann,46,MissedShots,0.9130000305175782,0.4570000076293945,0.0903991535305976,OpenPlay,RightFoot,Sebastian Andersson,Cross
85,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Ondrej Duda,49,MissedShots,0.935,0.68,0.0547904558479785,OpenPlay,RightFoot,Sebastian Andersson,TakeOn
86,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Ellyes Skhiri,52,MissedShots,0.795,0.6329999923706054,0.0395628102123737,OpenPlay,RightFoot,Elvis Rexhbecaj,LayOff
87,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Jan Thielmann,56,BlockedShot,0.8109999847412109,0.715999984741211,0.0232833288609981,OpenPlay,RightFoot,Ondrej Duda,Pass
88,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Sebastian Andersson,56,MissedShots,0.889000015258789,0.524000015258789,0.0649788528680801,OpenPlay,Head,Jannes Horn,Cross
89,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Ondrej Duda,79,SavedShot,0.835999984741211,0.6090000152587891,0.0467951148748397,OpenPlay,RightFoot,Salih Özcan,Pass
90,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Dominick Drexler,79,MissedShots,0.978000030517578,0.39,0.0751624554395675,OpenPlay,RightFoot,,Rebound
91,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Jonas Hector,80,SavedShot,0.8959999847412109,0.5209999847412109,0.0354268662631511,OpenPlay,Head,Kingsley Ehizibue,Aerial
92,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Frederik Sörensen,85,SavedShot,0.899000015258789,0.495,0.0377869121730327,SetPiece,Head,Salih Özcan,Aerial
93,2020-2021,1,FC Cologne,Hoffenheim,Home,Defeat,Dominick Drexler,85,Goal,0.9790000152587892,0.4909999847412109,0.9452841877937316,SetPiece,RightFoot,,Rebound
94,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Andrej Kramaric,2,Goal,0.9030000305175782,0.5179999923706055,0.7697817087173462,OpenPlay,RightFoot,,TakeOn
95,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Ermin Bicakcic,14,MissedShots,0.9640000152587892,0.4129999923706055,0.0831685811281204,FromCorner,Head,Dennis Geiger,Cross
96,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Andrej Kramaric,16,SavedShot,0.904000015258789,0.4929999923706055,0.5977294445037842,OpenPlay,RightFoot,Dennis Geiger,Pass
97,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Pavel Kaderábek,17,SavedShot,0.909000015258789,0.5870000076293945,0.4065236747264862,OpenPlay,RightFoot,Christoph Baumgartner,Pass
98,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Munas Dabbur,25,MissedShots,0.81,0.41,0.0446272678673267,OpenPlay,RightFoot,,None
99,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Kevin Vogt,33,MissedShots,0.7269999694824218,0.5520000076293945,0.0147952977567911,FromCorner,RightFoot,,None
100,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Andrej Kramaric,35,MissedShots,0.7580000305175781,0.549000015258789,0.0220824927091598,OpenPlay,RightFoot,Munas Dabbur,None
101,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Andrej Kramaric,47,Goal,0.885,0.5,0.75777667760849,Penalty,RightFoot,,Standard
102,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Dennis Geiger,70,SavedShot,0.93,0.7559999847412109,0.0266457069665193,FromCorner,RightFoot,Diadie Samassékou,BallRecovery
103,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Kasim Nuhu,70,BlockedShot,0.7609999847412109,0.499000015258789,0.0292708408087492,FromCorner,LeftFoot,,Rebound
104,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Andrej Kramaric,91,Goal,0.86,0.4159999847412109,0.0936920195817947,OpenPlay,RightFoot,Mijat Gacinovic,Pass
105,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Ihlas Bebou,93,SavedShot,0.8959999847412109,0.6790000152587891,0.0511547029018402,OpenPlay,RightFoot,,TakeOn
106,2020-2021,1,Hoffenheim,FC Cologne,Away,Win,Joshua Brenet,95,MissedShots,0.385,0.3729999923706055,0.0067290649749338,OpenPlay,RightFoot,Ermin Bicakcic,BallRecovery
107,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Maximilian Eggestein,8,BlockedShot,0.715,0.34,0.0127601809799671,OpenPlay,RightFoot,,BallRecovery
108,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Davy Klaassen,12,MissedShots,0.8009999847412109,0.639000015258789,0.0230694841593503,SetPiece,LeftFoot,,None
109,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Joshua Sargent,30,SavedShot,0.8580000305175781,0.6940000152587891,0.0416300855576992,OpenPlay,LeftFoot,Tahith Chong,Pass
110,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Davy Klaassen,31,MissedShots,0.7609999847412109,0.4620000076293945,0.0194492265582084,FromCorner,RightFoot,,None
111,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Davie Selke,38,SavedShot,0.7119999694824218,0.3729999923706055,0.0130585404112935,OpenPlay,RightFoot,Tahith Chong,BallTouch
112,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Leonardo Bittencourt,48,SavedShot,0.7290000152587891,0.705,0.0096565075218677,OpenPlay,RightFoot,Joshua Sargent,Pass
113,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Leonardo Bittencourt,52,SavedShot,0.7140000152587891,0.63,0.0138639416545629,OpenPlay,RightFoot,Maximilian Eggestein,TakeOn
114,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Davie Selke,68,Goal,0.9540000152587892,0.4270000076293945,0.0785538107156753,OpenPlay,Head,Ludwig Augustinsson,Aerial
115,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Leonardo Bittencourt,73,MissedShots,0.9619999694824218,0.605,0.0272412132471799,OpenPlay,Head,Davie Selke,Chipped
116,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Nick Woltemade,77,BlockedShot,0.899000015258789,0.710999984741211,0.0489189699292182,OpenPlay,RightFoot,Ludwig Augustinsson,Pass
117,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Maximilian Eggestein,77,MissedShots,0.735999984741211,0.6129999923706054,0.0117415357381105,OpenPlay,RightFoot,Leonardo Bittencourt,Pass
118,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Niclas Füllkrug,86,SavedShot,0.8590000152587891,0.474000015258789,0.0614155158400535,OpenPlay,RightFoot,,None
119,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Niclas Füllkrug,87,MissedShots,0.958000030517578,0.3979999923706054,0.018402436748147,FromCorner,Head,Ludwig Augustinsson,Aerial
120,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Nick Woltemade,90,MissedShots,0.6919999694824219,0.485,0.0102172661572694,OpenPlay,RightFoot,Niclas Füllkrug,Pass
121,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Davie Selke,92,BlockedShot,0.850999984741211,0.3820000076293945,0.0477663911879062,OpenPlay,RightFoot,,None
122,2020-2021,1,Werder Bremen,Hertha Berlin,Home,Defeat,Niclas Füllkrug,93,MissedShots,0.85,0.4579999923706054,0.0581467784941196,OpenPlay,RightFoot,,None
123,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Krzysztof Piatek,18,ShotOnPost,0.884000015258789,0.479000015258789,0.0340506844222545,OpenPlay,Head,Peter Pekarík,Aerial
124,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Peter Pekarík,41,Goal,0.9719999694824218,0.435,0.4757865071296692,OpenPlay,RightFoot,Maximilian Mittelstädt,Cross
125,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Dodi Lukebakio,46,Goal,0.8830000305175781,0.6790000152587891,0.325016975402832,OpenPlay,LeftFoot,Vladimir Darida,Throughball
126,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Matheus Cunha,46,MissedShots,0.6190000152587891,0.6819999694824219,0.0220591276884078,DirectFreekick,RightFoot,,Standard
127,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Matheus Cunha,56,SavedShot,0.8490000152587891,0.575,0.1114544421434402,OpenPlay,LeftFoot,Maximilian Mittelstädt,Pass
128,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Matheus Cunha,61,Goal,0.8690000152587891,0.6790000152587891,0.0684103444218635,OpenPlay,RightFoot,Vladimir Darida,Pass
129,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Jhon Córdoba,70,SavedShot,0.8969999694824219,0.6969999694824218,0.258521020412445,OpenPlay,RightFoot,Jordan Torunarigha,Pass
130,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Dedryck Boyata,71,MissedShots,0.93,0.5179999923706055,0.2006949186325073,FromCorner,Head,Dodi Lukebakio,Aerial
131,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Dodi Lukebakio,79,BlockedShot,0.8919999694824219,0.325,0.0569199547171592,OpenPlay,LeftFoot,Vladimir Darida,Cross
132,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Jhon Córdoba,82,MissedShots,0.9230000305175782,0.5579999923706055,0.0528288856148719,SetPiece,Head,Matheus Cunha,Aerial
133,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Lucas Tousart,84,MissedShots,0.9259999847412108,0.424000015258789,0.0359023325145244,FromCorner,Head,Maximilian Mittelstädt,Aerial
134,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Jhon Córdoba,88,MissedShots,0.9209999847412108,0.3,0.1300361901521682,OpenPlay,RightFoot,Arne Maier,Throughball
135,2020-2021,1,Hertha Berlin,Werder Bremen,Away,Win,Jhon Córdoba,89,Goal,0.8969999694824219,0.3729999923706055,0.2823772132396698,OpenPlay,RightFoot,Mathew Leckie,Pass
136,2020-2021,1,VfB Stuttgart,Freiburg,Home,Defeat,Roberto Massimo,1,MissedShots,0.8719999694824219,0.2239999961853027,0.0236005317419767,OpenPlay,RightFoot,Marc-Oliver Kempf,Chipped
137,2020-2021,1,VfB Stuttgart,Freiburg,Home,Defeat,Marc-Oliver Kempf,3,MissedShots,0.6669999694824219,0.9440000152587892,0.0077864183112978,OpenPlay,LeftFoot,,BallRecovery
138,2020-2021,1,VfB Stuttgart,Freiburg,Home,Defeat,Silas Wamangituka,14,BlockedShot,0.92,0.5870000076293945,0.3362699151039123,OpenPlay,RightFoot,Gonzalo Castro,Pass
