,Season,Week_No,Team,Name,Nationality,Age,Minutes,Venue,Opponent,Result,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,avg_distance_def_actions_gk
20,2018-2019,2,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,Werder Bremen,Defeat,7,2,5,71.4,1.1,9,18,50.0,27,4,44.4,38.4,6,100.0,73.0,11,0,0.0,0,15.6
21,2018-2019,2,Werder Bremen,Jiří Pavlenka,CZE,26,52.0,Away,Eintracht Frankfurt,Win,0,0,0,,0.0,1,5,20.0,17,2,17.6,33.4,3,66.7,49.0,5,0,0.0,0,14.7
22,2018-2019,2,Werder Bremen,Luca Plogmann,GER,18,38.0,Away,Eintracht Frankfurt,Win,0,1,0,,0.8,1,1,100.0,3,2,0.0,15.0,2,50.0,34.5,3,1,33.3,0,17.0
23,2018-2019,2,Bayer Leverkusen,Ramazan Özcan,AUT,34,90.0,Home,Wolfsburg,Defeat,6,3,3,50.0,2.2,7,23,30.4,26,4,61.5,46.0,7,100.0,66.6,10,0,0.0,1,18.5
24,2018-2019,2,Wolfsburg,Pavao Pervan,AUT,30,90.0,Away,Bayer Leverkusen,Win,3,1,2,66.7,0.3,9,20,45.0,29,5,44.8,38.9,9,77.8,60.0,20,2,10.0,0,15.0
25,2018-2019,2,Augsburg,Fabian Giefer,GER,28,90.0,Home,Mönchengladbach,Draw,1,1,0,0.0,0.4,7,15,46.7,16,1,81.3,55.1,2,100.0,74.5,6,0,0.0,0,12.5
26,2018-2019,2,Mönchengladbach,Yann Sommer,SUI,29,90.0,Away,Augsburg,Draw,7,1,6,85.7,1.8,16,32,50.0,76,6,38.2,35.9,9,33.3,38.7,14,1,7.1,2,15.3
27,2018-2019,2,Nürnberg,Fabian Bredlow,GER,23,90.0,Home,Mainz 05,Draw,1,1,0,0.0,0.1,4,16,25.0,42,3,28.6,31.9,8,50.0,38.8,5,1,20.0,1,12.3
28,2018-2019,2,Mainz 05,Florian Müller,GER,20,90.0,Away,Nürnberg,Draw,4,1,3,75.0,1.4,6,17,35.3,14,1,35.7,38.9,14,85.7,62.9,5,0,0.0,1,18.6
29,2018-2019,2,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,Freiburg,Win,5,1,4,80.0,2.4,10,17,58.8,40,6,40.0,35.3,1,100.0,68.0,8,0,0.0,2,18.3
30,2018-2019,2,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Hoffenheim,Defeat,7,3,4,57.1,3.8,9,23,39.1,28,3,71.4,46.8,6,50.0,53.5,9,1,11.1,1,16.0
31,2018-2019,2,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Home,Bayern Munich,Defeat,7,3,4,57.1,2.4,5,26,19.2,28,1,71.4,48.7,11,54.5,50.3,19,0,0.0,0,12.0
32,2018-2019,2,Bayern Munich,Manuel Neuer,GER,32,90.0,Away,Stuttgart,Win,0,0,0,,0.0,3,4,75.0,22,1,18.2,26.7,1,0.0,28.0,4,0,0.0,1,15.7
33,2018-2019,2,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Home,Düsseldorf,Draw,7,1,6,85.7,2.0,4,8,50.0,20,11,15.0,30.2,5,100.0,63.8,8,1,12.5,4,23.2
34,2018-2019,2,Düsseldorf,Michael Rensing,GER,34,90.0,Away,RB Leipzig,Draw,5,1,4,80.0,1.2,12,33,36.4,20,2,80.0,57.9,20,85.0,63.3,27,3,11.1,0,11.0
35,2018-2019,2,Schalke 04,Ralf Fährmann,GER,29,90.0,Home,Hertha BSC,Defeat,3,2,1,33.3,0.9,3,9,33.3,26,3,30.8,35.9,6,16.7,30.3,4,0,0.0,3,27.6
36,2018-2019,2,Hertha BSC,Rune Jarstein,NOR,33,90.0,Away,Schalke 04,Win,4,0,4,100.0,1.1,5,38,13.2,34,1,70.6,52.5,15,93.3,68.7,9,1,11.1,1,10.9
37,2018-2019,3,Dortmund,Roman Bürki,SUI,27,90.0,Home,Eintracht Frankfurt,Win,2,1,1,50.0,0.4,7,14,50.0,35,5,37.1,34.1,4,25.0,37.0,4,1,25.0,2,20.7
38,2018-2019,3,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Away,Dortmund,Defeat,5,3,2,40.0,1.6,11,25,44.0,48,7,41.7,36.4,5,100.0,74.6,7,1,14.3,2,16.1
39,2018-2019,3,Düsseldorf,Michael Rensing,GER,34,90.0,Home,Hoffenheim,Win,5,1,4,80.0,0.3,11,26,42.3,26,9,57.7,45.1,16,68.8,50.6,19,2,10.5,0,11.8
40,2018-2019,3,Hoffenheim,Oliver Baumann,GER,28,90.0,Away,Düsseldorf,Defeat,3,2,2,66.7,1.8,6,11,54.5,37,10,27.0,30.3,4,25.0,39.0,11,2,18.2,4,21.4
41,2018-2019,3,Mainz 05,Florian Müller,GER,20,90.0,Home,Augsburg,Win,4,1,3,75.0,0.8,14,27,51.9,45,6,51.1,40.9,7,57.1,49.1,7,0,0.0,2,16.5
42,2018-2019,3,Augsburg,Fabian Giefer,GER,28,90.0,Away,Mainz 05,Defeat,5,2,3,60.0,1.7,10,23,43.5,27,4,63.0,51.1,10,60.0,54.1,14,0,0.0,0,8.9
43,2018-2019,3,Bayern Munich,Manuel Neuer,GER,32,90.0,Home,Bayer Leverkusen,Win,0,1,0,,1.0,1,2,50.0,16,3,6.3,22.3,3,33.3,37.0,3,0,0.0,0,10.0
44,2018-2019,3,Bayer Leverkusen,Lukáš Hrádecký,FIN,28,90.0,Away,Bayern Munich,Defeat,5,3,2,40.0,1.9,10,26,38.5,35,5,51.4,43.2,15,53.3,48.1,12,2,16.7,0,9.2
45,2018-2019,3,Wolfsburg,Koen Casteels,BEL,26,90.0,Home,Hertha BSC,Draw,5,2,3,60.0,1.2,6,10,60.0,31,6,22.6,30.8,5,60.0,48.4,11,1,9.1,0,11.0
46,2018-2019,3,Hertha BSC,Rune Jarstein,NOR,33,90.0,Away,Wolfsburg,Draw,5,2,4,80.0,1.9,10,28,35.7,24,3,79.2,56.8,9,100.0,69.0,10,1,10.0,1,16.0
47,2018-2019,3,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Home,Hannover 96,Win,6,2,4,66.7,1.7,7,17,41.2,15,2,66.7,53.3,7,100.0,71.1,9,0,0.0,1,21.6
48,2018-2019,3,Hannover 96,Michael Esser,GER,30,90.0,Away,RB Leipzig,Defeat,6,3,3,50.0,2.4,8,17,47.1,48,9,31.3,32.1,7,28.6,31.7,9,0,0.0,1,15.3
49,2018-2019,3,Mönchengladbach,Yann Sommer,SUI,29,90.0,Home,Schalke 04,Win,7,1,6,85.7,2.3,7,24,29.2,49,7,38.8,36.6,9,55.6,50.7,9,1,11.1,1,17.2
50,2018-2019,3,Schalke 04,Ralf Fährmann,GER,29,90.0,Away,Mönchengladbach,Defeat,4,2,2,50.0,1.5,9,14,64.3,20,4,45.0,38.8,8,62.5,48.5,6,0,0.0,0,14.7
51,2018-2019,3,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Nürnberg,Draw,2,1,1,50.0,0.2,5,11,45.5,16,1,37.5,39.6,13,38.5,38.0,11,2,18.2,0,9.0
52,2018-2019,3,Nürnberg,Fabian Bredlow,GER,23,90.0,Away,Werder Bremen,Draw,2,1,1,50.0,0.5,5,16,31.3,37,5,32.4,33.1,7,57.1,48.9,11,0,0.0,0,12.2
53,2018-2019,3,Freiburg,Alexander Schwolow,GER,26,90.0,Home,Stuttgart,Draw,6,3,3,50.0,1.7,4,18,22.2,25,3,52.0,46.0,5,100.0,75.0,15,0,0.0,1,18.3
54,2018-2019,3,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Away,Freiburg,Draw,5,3,2,40.0,1.4,6,19,31.6,28,1,53.6,43.5,5,80.0,58.6,11,0,0.0,1,27.3
55,2018-2019,4,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Home,Düsseldorf,Draw,7,0,7,100.0,2.4,5,14,35.7,27,5,40.7,42.2,7,42.9,45.4,6,0,0.0,0,13.6
56,2018-2019,4,Düsseldorf,Michael Rensing,GER,34,90.0,Away,Stuttgart,Draw,3,0,3,100.0,0.9,7,21,33.3,20,4,45.0,43.1,15,80.0,60.2,14,0,0.0,0,
57,2018-2019,4,Augsburg,Fabian Giefer,GER,28,90.0,Home,Werder Bremen,Defeat,7,3,4,57.1,2.0,6,14,42.9,20,6,45.0,38.5,8,62.5,48.0,8,0,0.0,0,11.0
58,2018-2019,4,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Away,Augsburg,Win,8,2,6,75.0,2.7,9,24,37.5,42,7,45.2,38.7,15,33.3,41.2,16,0,0.0,0,11.3
59,2018-2019,4,Hertha BSC,Rune Jarstein,NOR,33,90.0,Home,Mönchengladbach,Win,3,2,2,66.7,2.4,8,20,40.0,25,1,56.0,41.0,8,75.0,53.5,10,0,0.0,0,13.5
60,2018-2019,4,Mönchengladbach,Yann Sommer,SUI,29,90.0,Away,Hertha BSC,Defeat,7,4,3,42.9,3.2,5,10,50.0,23,3,30.4,32.3,7,42.9,39.1,8,1,12.5,2,21.8
61,2018-2019,4,Wolfsburg,Koen Casteels,BEL,26,90.0,Home,Freiburg,Defeat,7,3,4,57.1,3.4,5,6,83.3,47,10,10.6,26.2,2,50.0,37.5,3,0,0.0,6,24.3
62,2018-2019,4,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Wolfsburg,Win,8,1,7,87.5,1.1,8,25,32.0,17,2,64.7,50.2,14,100.0,70.6,25,2,8.0,0,10.0
63,2018-2019,4,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,Dortmund,Draw,2,1,1,50.0,1.0,3,12,25.0,46,2,26.1,27.7,4,0.0,28.8,8,2,25.0,0,12.7
64,2018-2019,4,Dortmund,Roman Bürki,SUI,27,90.0,Away,Hoffenheim,Draw,6,1,5,83.3,1.5,4,9,44.4,32,7,18.8,33.1,8,37.5,37.1,10,1,10.0,0,11.5
65,2018-2019,4,Nürnberg,Fabian Bredlow,GER,23,90.0,Home,Hannover 96,Win,2,0,2,100.0,0.5,7,13,53.8,18,1,44.4,34.9,8,62.5,51.3,7,0,0.0,0,14.0
66,2018-2019,4,Hannover 96,Michael Esser,GER,30,90.0,Away,Nürnberg,Defeat,6,2,5,66.7,1.1,14,24,58.3,37,6,54.1,41.1,9,44.4,35.9,13,1,7.7,1,11.8
67,2018-2019,4,Schalke 04,Ralf Fährmann,GER,29,90.0,Home,Bayern Munich,Defeat,6,2,5,83.3,1.9,10,22,45.5,21,2,76.2,50.5,9,66.7,51.6,10,0,0.0,0,12.4
68,2018-2019,4,Bayern Munich,Manuel Neuer,GER,32,90.0,Away,Schalke 04,Win,2,0,2,100.0,0.4,6,9,66.7,35,7,25.7,32.5,6,0.0,29.2,5,0,0.0,1,13.3
69,2018-2019,4,Bayer Leverkusen,Lukáš Hrádecký,FIN,28,90.0,Home,Mainz 05,Win,5,1,5,80.0,1.1,15,25,60.0,31,6,71.0,46.1,7,42.9,42.7,10,0,0.0,1,12.3
70,2018-2019,4,Mainz 05,Florian Müller,GER,20,90.0,Away,Bayer Leverkusen,Defeat,5,1,4,80.0,1.1,4,15,26.7,25,3,40.0,39.7,10,50.0,45.0,15,1,6.7,0,14.0
71,2018-2019,4,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,RB Leipzig,Draw,1,1,1,100.0,1.0,20,45,44.4,48,4,77.1,47.7,9,88.9,62.8,6,0,0.0,1,14.6
72,2018-2019,4,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Away,Eintracht Frankfurt,Draw,5,1,4,80.0,1.7,6,17,35.3,22,5,54.5,43.0,6,83.3,64.3,9,0,0.0,2,19.2
73,2018-2019,5,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Hertha BSC,Win,1,1,0,0.0,0.1,8,19,42.1,21,2,57.1,41.9,9,77.8,49.7,9,0,0.0,0,12.0
74,2018-2019,5,Hertha BSC,Rune Jarstein,NOR,33,45.0,Away,Werder Bremen,Defeat,5,2,3,60.0,2.1,10,21,47.6,23,3,78.3,50.5,3,100.0,71.3,5,0,0.0,0,6.8
75,2018-2019,5,Hertha BSC,Thomas Kraft,GER,30,45.0,Away,Werder Bremen,Defeat,0,1,0,,0.7,7,16,43.8,23,0,56.5,39.6,3,100.0,75.0,4,0,0.0,0,
76,2018-2019,5,Freiburg,Alexander Schwolow,GER,26,90.0,Home,Schalke 04,Win,2,0,2,100.0,0.6,6,25,24.0,29,2,55.2,43.7,10,90.0,73.5,14,0,0.0,0,7.8
77,2018-2019,5,Schalke 04,Ralf Fährmann,GER,29,90.0,Away,Freiburg,Defeat,4,1,3,75.0,1.4,5,12,41.7,21,0,38.1,37.5,6,66.7,52.8,4,0,0.0,0,22.0
78,2018-2019,5,Bayern Munich,Manuel Neuer,GER,32,90.0,Home,Augsburg,Draw,3,1,2,66.7,1.2,14,20,70.0,63,10,30.2,32.4,7,14.3,28.7,8,1,12.5,2,19.9
79,2018-2019,5,Augsburg,Andreas Luthe,GER,31,90.0,Away,Bayern Munich,Draw,7,1,6,85.7,1.7,12,24,50.0,31,6,64.5,42.6,8,50.0,43.8,10,1,10.0,1,19.5
80,2018-2019,5,Hannover 96,Michael Esser,GER,30,90.0,Home,Hoffenheim,Defeat,8,3,5,62.5,1.9,4,8,50.0,35,7,20.0,25.3,8,12.5,31.6,7,0,0.0,1,13.0
81,2018-2019,5,Hoffenheim,Gregor Kobel,SUI,20,90.0,Away,Hannover 96,Win,6,1,6,100.0,1.7,15,30,50.0,37,3,67.6,47.2,5,100.0,66.2,10,1,10.0,2,16.5
82,2018-2019,5,Düsseldorf,Michael Rensing,GER,34,90.0,Home,Bayer Leverkusen,Defeat,3,2,1,33.3,1.2,2,11,18.2,26,7,30.8,34.5,7,42.9,44.6,4,0,0.0,0,16.7
83,2018-2019,5,Bayer Leverkusen,Lukáš Hrádecký,FIN,28,90.0,Away,Düsseldorf,Win,3,1,3,100.0,1.7,6,12,50.0,29,2,31.0,35.4,6,50.0,42.7,10,0,0.0,0,10.0
84,2018-2019,5,Mönchengladbach,Yann Sommer,SUI,29,90.0,Home,Eintracht Frankfurt,Win,2,1,1,50.0,0.9,9,21,42.9,32,4,46.9,39.2,9,66.7,50.1,9,0,0.0,1,13.1
85,2018-2019,5,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Away,Mönchengladbach,Defeat,9,3,6,66.7,2.2,12,26,46.2,32,4,56.3,41.8,8,100.0,64.4,5,2,40.0,1,12.0
86,2018-2019,5,Mainz 05,Florian Müller,GER,20,90.0,Home,Wolfsburg,Draw,4,0,4,100.0,0.4,12,24,50.0,34,7,44.1,35.0,11,81.8,61.5,9,0,0.0,0,15.0
87,2018-2019,5,Wolfsburg,Koen Casteels,BEL,26,90.0,Away,Mainz 05,Draw,2,0,2,100.0,0.6,13,23,56.5,35,5,48.6,40.3,10,60.0,50.6,4,0,0.0,0,9.6
88,2018-2019,5,Dortmund,Roman Bürki,SUI,27,90.0,Home,Nürnberg,Win,1,0,1,100.0,0.0,2,5,40.0,23,3,17.4,28.5,1,100.0,63.0,0,0,,2,19.0
89,2018-2019,5,Nürnberg,Fabian Bredlow,GER,23,90.0,Away,Dortmund,Defeat,10,7,3,30.0,3.3,4,12,33.3,26,4,38.5,37.3,6,33.3,41.7,6,0,0.0,0,11.8
90,2018-2019,5,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Home,Stuttgart,Win,0,0,0,,0.0,13,20,65.0,23,3,60.9,47.4,8,75.0,56.6,13,0,0.0,2,15.4
91,2018-2019,5,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Away,RB Leipzig,Defeat,8,2,6,75.0,2.2,8,18,44.4,24,6,37.5,35.6,11,81.8,63.8,13,0,0.0,1,12.0
92,2018-2019,6,Hertha BSC,Thomas Kraft,GER,30,90.0,Home,Bayern Munich,Win,3,0,3,100.0,1.1,16,35,45.7,25,4,76.0,49.4,16,100.0,65.5,9,1,11.1,1,12.9
93,2018-2019,6,Bayern Munich,Manuel Neuer,GER,32,90.0,Away,Hertha BSC,Defeat,3,2,2,66.7,1.6,3,8,37.5,26,4,30.8,27.0,3,0.0,29.0,3,0,0.0,2,24.0
94,2018-2019,6,Schalke 04,Ralf Fährmann,GER,30,90.0,Home,Mainz 05,Win,4,0,4,100.0,0.3,9,22,40.9,27,8,63.0,46.1,8,62.5,47.6,13,1,7.7,0,11.2
95,2018-2019,6,Mainz 05,Florian Müller,GER,20,90.0,Away,Schalke 04,Defeat,2,1,1,50.0,0.8,7,18,38.9,38,3,23.7,32.4,13,69.2,53.4,4,0,0.0,1,15.7
96,2018-2019,6,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Home,Werder Bremen,Win,3,1,3,66.7,0.4,9,20,45.0,26,3,50.0,43.5,11,63.6,53.3,12,1,8.3,1,15.2
97,2018-2019,6,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Away,Stuttgart,Defeat,5,2,3,60.0,1.8,8,13,61.5,23,4,30.4,33.0,10,60.0,47.9,6,0,0.0,0,10.8
98,2018-2019,6,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,RB Leipzig,Defeat,6,2,4,66.7,1.3,5,9,55.6,28,6,28.6,28.9,9,11.1,30.7,8,0,0.0,6,19.8
99,2018-2019,6,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Away,Hoffenheim,Win,4,1,4,100.0,2.1,12,22,54.5,19,2,57.9,49.4,11,100.0,66.9,12,0,0.0,0,8.7
100,2018-2019,6,Wolfsburg,Koen Casteels,BEL,26,90.0,Home,Mönchengladbach,Draw,3,2,1,33.3,1.3,7,14,50.0,38,7,28.9,30.7,7,42.9,45.1,5,0,0.0,3,17.8
101,2018-2019,6,Mönchengladbach,Yann Sommer,SUI,29,90.0,Away,Wolfsburg,Draw,2,2,0,0.0,0.6,6,15,40.0,27,5,37.0,33.2,8,62.5,45.0,11,0,0.0,0,15.0
102,2018-2019,6,Nürnberg,Fabian Bredlow,GER,23,90.0,Home,Düsseldorf,Win,4,0,4,100.0,0.7,4,21,19.0,31,5,38.7,36.8,11,81.8,66.0,8,0,0.0,0,13.2
103,2018-2019,6,Düsseldorf,Michael Rensing,GER,34,90.0,Away,Nürnberg,Defeat,5,3,3,60.0,2.8,3,6,50.0,19,3,21.1,32.0,2,100.0,54.0,7,0,0.0,0,12.0
104,2018-2019,6,Bayer Leverkusen,Lukáš Hrádecký,FIN,28,90.0,Home,Dortmund,Defeat,10,4,6,60.0,3.3,4,21,19.0,32,2,56.3,47.2,3,100.0,60.3,6,0,0.0,0,12.0
105,2018-2019,6,Dortmund,Roman Bürki,SUI,27,90.0,Away,Bayer Leverkusen,Win,6,2,4,66.7,2.4,5,13,38.5,27,6,40.7,38.5,3,66.7,52.7,14,1,7.1,2,19.0
106,2018-2019,6,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,Hannover 96,Win,1,1,0,0.0,0.8,10,28,35.7,28,1,82.1,52.8,5,100.0,73.2,7,2,28.6,0,15.2
107,2018-2019,6,Hannover 96,Michael Esser,GER,30,90.0,Away,Eintracht Frankfurt,Defeat,7,4,3,42.9,2.6,14,30,46.7,33,2,66.7,48.7,9,88.9,55.6,10,1,10.0,0,11.0
108,2018-2019,6,Augsburg,Andreas Luthe,GER,31,90.0,Home,Freiburg,Win,5,1,5,80.0,1.3,8,17,47.1,29,3,51.7,41.5,5,40.0,40.8,4,1,25.0,0,8.0
109,2018-2019,6,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Augsburg,Defeat,10,4,7,70.0,4.9,17,29,58.6,39,2,56.4,46.0,13,53.8,52.2,13,1,7.7,0,10.0
110,2018-2019,7,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Wolfsburg,Win,4,0,4,100.0,0.5,10,23,43.5,29,4,62.1,45.9,9,55.6,45.8,13,0,0.0,0,10.9
111,2018-2019,7,Wolfsburg,Koen Casteels,BEL,26,90.0,Away,Werder Bremen,Defeat,5,2,3,60.0,1.3,7,16,43.8,45,6,28.9,33.6,6,50.0,48.5,12,2,16.7,0,11.5
112,2018-2019,7,Düsseldorf,Michael Rensing,GER,34,90.0,Home,Schalke 04,Defeat,5,2,3,60.0,2.1,5,15,33.3,20,8,35.0,37.8,13,61.5,48.1,5,1,20.0,0,10.4
113,2018-2019,7,Schalke 04,Ralf Fährmann,GER,30,90.0,Away,Düsseldorf,Win,3,0,3,100.0,0.5,17,24,70.8,26,1,65.4,46.4,9,77.8,54.4,6,1,16.7,0,11.3
114,2018-2019,7,Dortmund,Roman Bürki,SUI,27,90.0,Home,Augsburg,Win,6,3,3,50.0,2.0,6,18,33.3,37,5,40.5,37.9,5,60.0,53.0,7,0,0.0,2,18.3
115,2018-2019,7,Augsburg,Andreas Luthe,GER,31,90.0,Away,Dortmund,Defeat,7,4,3,42.9,1.5,8,18,44.4,25,1,56.0,45.5,9,44.4,42.6,5,0,0.0,2,18.2
116,2018-2019,7,Mainz 05,Robin Zentner,GER,23,90.0,Home,Hertha BSC,Draw,1,0,1,100.0,0.0,2,11,18.2,18,3,33.3,36.5,5,100.0,79.2,15,2,13.3,0,10.4
117,2018-2019,7,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Mainz 05,Draw,3,0,3,100.0,0.7,17,36,47.2,25,2,72.0,52.2,22,81.8,66.2,9,1,11.1,1,16.0
118,2018-2019,7,Hannover 96,Michael Esser,GER,30,90.0,Home,Stuttgart,Win,6,1,5,83.3,0.9,6,16,37.5,21,1,66.7,50.7,5,40.0,43.2,8,1,12.5,1,14.0
119,2018-2019,7,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Away,Hannover 96,Defeat,7,3,4,57.1,2.1,7,30,23.3,41,5,56.1,44.3,9,77.8,62.3,10,0,0.0,0,13.7
120,2018-2019,7,Bayern Munich,Manuel Neuer,GER,32,90.0,Home,Mönchengladbach,Defeat,3,3,0,0.0,1.2,2,6,33.3,39,3,15.4,27.1,5,0.0,29.6,2,0,0.0,2,24.5
121,2018-2019,7,Mönchengladbach,Yann Sommer,SUI,29,90.0,Away,Bayern Munich,Win,3,0,3,100.0,0.6,4,29,13.8,38,8,47.4,43.6,16,68.8,55.8,20,2,10.0,1,13.0
122,2018-2019,7,Freiburg,Alexander Schwolow,GER,26,90.0,Home,Bayer Leverkusen,Draw,0,0,0,,0.0,7,16,43.8,34,2,32.4,38.1,10,50.0,46.9,6,1,16.7,0,10.8
123,2018-2019,7,Bayer Leverkusen,Lukáš Hrádecký,FIN,28,90.0,Away,Freiburg,Draw,1,0,1,100.0,0.2,9,26,34.6,43,1,41.9,40.9,11,72.7,61.5,7,0,0.0,1,20.0
