,Season,Week_No,Team,Opponent,Venue,Result,Player Name,Minute,Event,X_cord,Y_cord,xGoal,Situation,Type,Assist Player,Assist Type
11,2019-2020,1,Bayern Munich,Hertha Berlin,Home,Draw,Serge Gnabry,70,BlockedShot,0.7919999694824219,0.4270000076293945,0.0364076271653175,OpenPlay,LeftFoot,,None
12,2019-2020,1,Bayern Munich,Hertha Berlin,Home,Draw,Corentin Tolisso,71,MissedShots,0.88,0.3979999923706054,0.0989687591791153,OpenPlay,RightFoot,Serge Gnabry,Pass
13,2019-2020,1,Bayern Munich,Hertha Berlin,Home,Draw,Corentin Tolisso,78,BlockedShot,0.9619999694824218,0.3940000152587891,0.0861031115055084,FromCorner,RightFoot,David Alaba,HeadPass
14,2019-2020,1,Bayern Munich,Hertha Berlin,Home,Draw,David Alaba,82,BlockedShot,0.754000015258789,0.415,0.0667429491877555,DirectFreekick,LeftFoot,,Standard
15,2019-2020,1,Bayern Munich,Hertha Berlin,Home,Draw,Serge Gnabry,84,MissedShots,0.905,0.2660000038146972,0.0321641825139522,OpenPlay,RightFoot,Corentin Tolisso,Chipped
16,2019-2020,1,Bayern Munich,Hertha Berlin,Home,Draw,Robert Lewandowski,92,MissedShots,0.95,0.46,0.0770207867026329,FromCorner,Head,Joshua Kimmich,Aerial
17,2019-2020,1,Hertha Berlin,Bayern Munich,Away,Draw,Vedad Ibisevic,8,SavedShot,0.805,0.615,0.0344041511416435,OpenPlay,RightFoot,Marko Grujic,Pass
18,2019-2020,1,Hertha Berlin,Bayern Munich,Away,Draw,Vedad Ibisevic,12,MissedShots,0.915,0.6079999923706054,0.1126833781599998,OpenPlay,RightFoot,Ondrej Duda,Pass
19,2019-2020,1,Hertha Berlin,Bayern Munich,Away,Draw,Dodi Lukebakio,35,Goal,0.779000015258789,0.6370000076293946,0.0262199006974697,OpenPlay,LeftFoot,Ondrej Duda,TakeOn
20,2019-2020,1,Hertha Berlin,Bayern Munich,Away,Draw,Marko Grujic,37,Goal,0.9159999847412108,0.47,0.8468700647354126,OpenPlay,RightFoot,Vedad Ibisevic,TakeOn
21,2019-2020,1,Hertha Berlin,Bayern Munich,Away,Draw,Ondrej Duda,76,BlockedShot,0.795,0.4970000076293945,0.124257355928421,DirectFreekick,RightFoot,,Standard
22,2019-2020,1,Hertha Berlin,Bayern Munich,Away,Draw,Ondrej Duda,76,MissedShots,0.8059999847412109,0.5059999847412109,0.0401594117283821,SetPiece,RightFoot,,None
23,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Davy Klaassen,2,BlockedShot,0.855999984741211,0.4820000076293945,0.10336285084486,OpenPlay,RightFoot,Johannes Eggestein,Pass
24,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Maximilian Eggestein,3,BlockedShot,0.7680000305175781,0.645,0.017159691080451,FromCorner,LeftFoot,,None
25,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Theodor Gebre Selassie,3,MissedShots,0.8969999694824219,0.5479999923706055,0.0537240020930767,FromCorner,Head,Nuri Sahin,Cross
26,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Ömer Toprak,17,MissedShots,0.895,0.48,0.28171306848526,SetPiece,Head,Nuri Sahin,Chipped
27,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Theodor Gebre Selassie,25,MissedShots,0.8969999694824219,0.435,0.0161717440932989,FromCorner,Head,Nuri Sahin,Aerial
28,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Yuya Osako,31,MissedShots,0.8969999694824219,0.544000015258789,0.0796126499772071,OpenPlay,Head,Milot Rashica,Cross
29,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Maximilian Eggestein,34,MissedShots,0.789000015258789,0.6869999694824219,0.0140457414090633,FromCorner,LeftFoot,,Aerial
30,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Johannes Eggestein,46,Goal,0.915,0.5459999847412109,0.0897035896778106,OpenPlay,Head,Milot Rashica,Cross
31,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Yuya Osako,49,MissedShots,0.9290000152587892,0.580999984741211,0.131085991859436,OpenPlay,LeftFoot,Johannes Eggestein,Pass
32,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Davy Klaassen,54,BlockedShot,0.759000015258789,0.3279999923706054,0.0151303373277187,OpenPlay,RightFoot,,None
33,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Nuri Sahin,54,SavedShot,0.8030000305175782,0.349000015258789,0.0338121242821216,OpenPlay,LeftFoot,Johannes Eggestein,Pass
34,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Niklas Moisander,58,SavedShot,0.9030000305175782,0.575999984741211,0.1529207229614257,SetPiece,Head,Nuri Sahin,Cross
35,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Johannes Eggestein,59,SavedShot,0.9490000152587892,0.3160000038146973,0.0533096678555011,OpenPlay,RightFoot,Maximilian Eggestein,Pass
36,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Yuya Osako,66,SavedShot,0.7269999694824218,0.5,0.0149191739037632,OpenPlay,LeftFoot,Theodor Gebre Selassie,TakeOn
37,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Davy Klaassen,66,MissedShots,0.9459999847412108,0.5129999923706055,0.602210283279419,OpenPlay,RightFoot,,Rebound
38,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Niclas Füllkrug,69,SavedShot,0.955999984741211,0.4229999923706055,0.0631053447723388,OpenPlay,Head,Davy Klaassen,Chipped
39,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Niklas Moisander,74,BlockedShot,0.835999984741211,0.4229999923706055,0.0225940085947513,FromCorner,LeftFoot,,Aerial
40,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Johannes Eggestein,75,MissedShots,0.830999984741211,0.439000015258789,0.0405123122036457,FromCorner,RightFoot,Claudio Pizarro,BallTouch
41,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Yuya Osako,77,SavedShot,0.7659999847412109,0.5109999847412109,0.0342480465769767,OpenPlay,RightFoot,Davy Klaassen,TakeOn
42,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Niclas Füllkrug,85,SavedShot,0.870999984741211,0.494000015258789,0.0492823235690593,SetPiece,Head,Davy Klaassen,Chipped
43,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Niclas Füllkrug,86,BlockedShot,0.84,0.5129999923706055,0.0548768043518066,OpenPlay,LeftFoot,,None
44,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Yuya Osako,87,MissedShots,0.9180000305175782,0.3659999847412109,0.0174460485577583,FromCorner,Head,Nuri Sahin,BallTouch
45,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Joshua Sargent,88,SavedShot,0.8580000305175781,0.4209999847412109,0.0207658726722002,OpenPlay,Head,Nuri Sahin,Chipped
46,2019-2020,1,Werder Bremen,Fortuna Duesseldorf,Home,Defeat,Joshua Sargent,93,SavedShot,0.895,0.3729999923706055,0.0584683157503604,OpenPlay,RightFoot,Niclas Füllkrug,HeadPass
47,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Lewis Baker,6,MissedShots,0.745999984741211,0.4879999923706055,0.0172058120369911,FromCorner,LeftFoot,,None
48,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Rouwen Hennings,35,Goal,0.901999969482422,0.485,0.4349465072154999,OpenPlay,LeftFoot,Kenan Karaman,Pass
49,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Erik Thommy,38,SavedShot,0.745999984741211,0.6,0.0248944479972124,OpenPlay,RightFoot,Kenan Karaman,Pass
50,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Alfredo Morales,47,MissedShots,0.86,0.4329999923706055,0.0222197603434324,OpenPlay,Head,Matthias Zimmermann,Cross
51,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Kenan Karaman,51,Goal,0.874000015258789,0.4659999847412109,0.122442752122879,OpenPlay,RightFoot,Erik Thommy,LayOff
52,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Lewis Baker,62,SavedShot,0.8269999694824218,0.3089999961853027,0.0592468045651912,OpenPlay,RightFoot,Matthias Zimmermann,TakeOn
53,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Kaan Ayhan,63,Goal,0.931999969482422,0.4959999847412109,0.0651551112532615,FromCorner,Head,Erik Thommy,Aerial
54,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Rouwen Hennings,65,SavedShot,0.7909999847412109,0.624000015258789,0.0516001842916011,OpenPlay,LeftFoot,Kenan Karaman,Pass
55,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Lewis Baker,73,MissedShots,0.7269999694824218,0.6079999923706054,0.0141237275674939,FromCorner,LeftFoot,,None
56,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Alfredo Morales,73,MissedShots,0.8880000305175781,0.7630000305175781,0.0215395800769329,FromCorner,RightFoot,Lewis Baker,None
57,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Rouwen Hennings,80,SavedShot,0.8919999694824219,0.6859999847412109,0.0593944042921066,OpenPlay,LeftFoot,,None
58,2019-2020,1,Fortuna Duesseldorf,Werder Bremen,Away,Win,Alfredo Morales,80,MissedShots,0.8640000152587891,0.424000015258789,0.1225870326161384,OpenPlay,RightFoot,Thomas Pledl,Pass
59,2019-2020,1,Freiburg,Mainz 05,Home,Win,Jérôme Gondorf,3,SavedShot,0.745999984741211,0.38,0.0176347624510526,OpenPlay,LeftFoot,Nils Petersen,Pass
60,2019-2020,1,Freiburg,Mainz 05,Home,Win,Gian-Luca Waldschmidt,9,SavedShot,0.7880000305175782,0.5629999923706055,0.0346179008483886,OpenPlay,RightFoot,,None
61,2019-2020,1,Freiburg,Mainz 05,Home,Win,Nicolas Höfler,10,MissedShots,0.938000030517578,0.6029999923706054,0.0505243651568889,FromCorner,Head,Jonathan Schmid,Cross
62,2019-2020,1,Freiburg,Mainz 05,Home,Win,Jonathan Schmid,11,MissedShots,0.7340000152587891,0.6719999694824219,0.0439111590385437,DirectFreekick,RightFoot,,Standard
63,2019-2020,1,Freiburg,Mainz 05,Home,Win,Brandon Borrello,13,SavedShot,0.8719999694824219,0.6120000076293945,0.01823341101408,OpenPlay,Head,Christian Günter,Cross
64,2019-2020,1,Freiburg,Mainz 05,Home,Win,Gian-Luca Waldschmidt,16,BlockedShot,0.7419999694824219,0.605999984741211,0.0216127391904592,OpenPlay,LeftFoot,Nicolas Höfler,Pass
65,2019-2020,1,Freiburg,Mainz 05,Home,Win,Robin Koch,16,MissedShots,0.943000030517578,0.475,0.0753551200032234,FromCorner,Head,Christian Günter,Aerial
66,2019-2020,1,Freiburg,Mainz 05,Home,Win,Gian-Luca Waldschmidt,21,MissedShots,0.825,0.68,0.0391714759171009,OpenPlay,LeftFoot,Jérôme Gondorf,TakeOn
67,2019-2020,1,Freiburg,Mainz 05,Home,Win,Robin Koch,28,MissedShots,0.9030000305175782,0.4559999847412109,0.03479690477252,SetPiece,Head,Christian Günter,Aerial
68,2019-2020,1,Freiburg,Mainz 05,Home,Win,Nicolas Höfler,29,MissedShots,0.92,0.3820000076293945,0.0440993681550025,SetPiece,Head,Christian Günter,Chipped
69,2019-2020,1,Freiburg,Mainz 05,Home,Win,Nico Schlotterbeck,49,BlockedShot,0.9390000152587892,0.5709999847412109,0.1171673461794853,FromCorner,LeftFoot,Christian Günter,Pass
70,2019-2020,1,Freiburg,Mainz 05,Home,Win,Christian Günter,64,MissedShots,0.81,0.7319999694824219,0.0230707302689552,OpenPlay,LeftFoot,Nico Schlotterbeck,TakeOn
71,2019-2020,1,Freiburg,Mainz 05,Home,Win,Nils Petersen,67,SavedShot,0.945,0.66,0.0502105467021465,OpenPlay,LeftFoot,Lucas Höler,Cross
72,2019-2020,1,Freiburg,Mainz 05,Home,Win,Philipp Lienhart,68,SavedShot,0.785,0.295,0.0192062854766845,OpenPlay,RightFoot,Lucas Höler,Pass
73,2019-2020,1,Freiburg,Mainz 05,Home,Win,Nico Schlotterbeck,73,MissedShots,0.921999969482422,0.715,0.039249125868082,SetPiece,LeftFoot,,None
74,2019-2020,1,Freiburg,Mainz 05,Home,Win,Nicolas Höfler,74,MissedShots,0.794000015258789,0.624000015258789,0.0331149846315383,OpenPlay,LeftFoot,Nils Petersen,Pass
75,2019-2020,1,Freiburg,Mainz 05,Home,Win,Lucas Höler,80,Goal,0.88,0.580999984741211,0.4289485216140747,OpenPlay,RightFoot,Nils Petersen,TakeOn
76,2019-2020,1,Freiburg,Mainz 05,Home,Win,Jonathan Schmid,82,Goal,0.8230000305175781,0.2910000038146972,0.035312931984663,OpenPlay,LeftFoot,Lucas Höler,Pass
77,2019-2020,1,Freiburg,Mainz 05,Home,Win,Gian-Luca Waldschmidt,86,Goal,0.885,0.5,0.75777667760849,Penalty,LeftFoot,,Standard
78,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Edimilson Fernandes,0,BlockedShot,0.749000015258789,0.31,0.0124240294098854,OpenPlay,RightFoot,,None
79,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Danny Latza,1,SavedShot,0.8080000305175781,0.4779999923706055,0.0671212896704673,OpenPlay,RightFoot,Karim Onisiwo,LayOff
80,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Daniel Brosinski,5,MissedShots,0.749000015258789,0.31,0.0124699398875236,FromCorner,RightFoot,,Aerial
81,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Aarón Martín,8,BlockedShot,0.87,0.6580000305175782,0.0363407097756862,FromCorner,LeftFoot,Daniel Brosinski,TakeOn
82,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Robin Quaison,27,MissedShots,0.924000015258789,0.534000015258789,0.1133441925048828,OpenPlay,RightFoot,Karim Onisiwo,HeadPass
83,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Aarón Martín,35,SavedShot,0.745,0.6869999694824219,0.0178007949143648,OpenPlay,LeftFoot,Danny Latza,Pass
84,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Robin Quaison,38,MissedShots,0.8780000305175781,0.485,0.0299109704792499,OpenPlay,Head,Jeremiah St. Juste,Aerial
85,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Robin Quaison,41,SavedShot,0.865,0.5109999847412109,0.0107604032382369,SetPiece,Head,Aarón Martín,Aerial
86,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Robin Quaison,43,BlockedShot,0.82,0.5479999923706055,0.0856980457901954,OpenPlay,RightFoot,Karim Onisiwo,Pass
87,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Edimilson Fernandes,43,BlockedShot,0.754000015258789,0.3879999923706054,0.0209430493414402,OpenPlay,RightFoot,Robin Quaison,Pass
88,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Robin Quaison,45,BlockedShot,0.7869999694824219,0.5970000076293945,0.0319489799439907,OpenPlay,RightFoot,Jean-Paul Boëtius,Pass
89,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Karim Onisiwo,51,MissedShots,0.9519999694824218,0.3520000076293945,0.0899346768856048,OpenPlay,RightFoot,Daniel Brosinski,Pass
90,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Bote Baku,53,BlockedShot,0.749000015258789,0.439000015258789,0.0218221805989742,OpenPlay,RightFoot,Jean-Paul Boëtius,Pass
91,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Karim Onisiwo,54,MissedShots,0.7619999694824219,0.3920000076293945,0.0227705221623182,OpenPlay,RightFoot,Bote Baku,Pass
92,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Jean-Paul Boëtius,55,SavedShot,0.915,0.674000015258789,0.0717649310827255,OpenPlay,LeftFoot,Aarón Martín,Pass
93,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Jean-Paul Boëtius,56,BlockedShot,0.7440000152587891,0.46,0.0167379155755043,FromCorner,RightFoot,,None
94,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Robin Quaison,57,MissedShots,0.8819999694824219,0.66,0.0581416636705398,OpenPlay,LeftFoot,,None
95,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Karim Onisiwo,60,SavedShot,0.9390000152587892,0.3139999961853027,0.0377943739295005,OpenPlay,LeftFoot,Daniel Brosinski,TakeOn
96,2019-2020,1,Mainz 05,Freiburg,Away,Defeat,Levin Öztunali,87,MissedShots,0.76,0.4720000076293945,0.0264876522123813,OpenPlay,LeftFoot,Aarón Martín,Pass
97,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Paco Alcácer,2,Goal,0.9740000152587892,0.4609999847412109,0.6610428690910339,OpenPlay,LeftFoot,,None
98,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Julian Weigl,9,SavedShot,0.7809999847412109,0.445,0.0325758606195449,OpenPlay,RightFoot,,None
99,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Mats Hummels,10,MissedShots,0.924000015258789,0.534000015258789,0.1627600193023681,FromCorner,Head,Thorgan Hazard,Aerial
100,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Paco Alcácer,12,MissedShots,0.845999984741211,0.435,0.0878202021121978,OpenPlay,RightFoot,Marco Reus,Pass
101,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Axel Witsel,14,MissedShots,0.97,0.3729999923706055,0.0708050653338432,SetPiece,RightFoot,Lukasz Piszczek,HeadPass
102,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Marco Reus,18,SavedShot,0.906999969482422,0.5279999923706055,0.1006678640842437,OpenPlay,Head,Thorgan Hazard,Cross
103,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Marco Reus,20,BlockedShot,0.7780000305175782,0.375,0.0228793192654848,FromCorner,LeftFoot,Axel Witsel,Pass
104,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Marco Reus,24,SavedShot,0.8730000305175781,0.424000015258789,0.0750311091542244,OpenPlay,RightFoot,,None
105,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Axel Witsel,26,SavedShot,0.749000015258789,0.3570000076293945,0.0140562960878014,OpenPlay,RightFoot,,None
106,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Axel Witsel,28,BlockedShot,0.7340000152587891,0.500999984741211,0.0152358282357454,OpenPlay,RightFoot,,None
107,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Nico Schulz,31,MissedShots,0.7440000152587891,0.3060000038146973,0.0119332447648048,OpenPlay,LeftFoot,,TakeOn
108,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Marco Reus,37,MissedShots,0.715,0.524000015258789,0.0165997222065925,FromCorner,RightFoot,Lukasz Piszczek,BallTouch
109,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Jadon Sancho,50,Goal,0.921999969482422,0.3220000076293945,0.2435018867254257,OpenPlay,RightFoot,Axel Witsel,Cross
110,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Marco Reus,56,Goal,0.89,0.4759999847412109,0.4556802809238434,OpenPlay,RightFoot,Paco Alcácer,Pass
111,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Paco Alcácer,58,Goal,0.8580000305175781,0.474000015258789,0.1235969439148902,OpenPlay,RightFoot,Jadon Sancho,Pass
112,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Mats Hummels,66,MissedShots,0.938000030517578,0.575,0.0536780692636966,SetPiece,Head,Thorgan Hazard,Aerial
113,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Achraf Hakimi,71,MissedShots,0.935,0.375,0.447835773229599,OpenPlay,RightFoot,Axel Witsel,Throughball
114,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Julian Brandt,81,Goal,0.9290000152587892,0.47,0.4989988505840301,OpenPlay,LeftFoot,Axel Witsel,Chipped
115,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Mario Götze,83,BlockedShot,0.926999969482422,0.6819999694824219,0.0375789776444435,FromCorner,RightFoot,Jadon Sancho,Cross
116,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Mats Hummels,84,MissedShots,0.9290000152587892,0.3329999923706054,0.0101055381819605,FromCorner,Head,Julian Weigl,Aerial
117,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Axel Witsel,87,MissedShots,0.895,0.610999984741211,0.0963738709688186,OpenPlay,LeftFoot,Paco Alcácer,None
118,2019-2020,1,Borussia Dortmund,Augsburg,Home,Win,Axel Witsel,89,MissedShots,0.7340000152587891,0.59,0.0203031003475189,OpenPlay,RightFoot,,Interception
119,2019-2020,1,Augsburg,Borussia Dortmund,Away,Defeat,Florian Niederlechner,0,Goal,0.9390000152587892,0.5529999923706055,0.5621694922447205,OpenPlay,LeftFoot,Mads Pedersen,Pass
120,2019-2020,1,Augsburg,Borussia Dortmund,Away,Defeat,André Hahn,44,MissedShots,0.963000030517578,0.62,0.0198777671903371,OpenPlay,Head,Florian Niederlechner,Aerial
121,2019-2020,1,Augsburg,Borussia Dortmund,Away,Defeat,Ruben Vargas,61,MissedShots,0.9230000305175782,0.66,0.2658188939094543,OpenPlay,RightFoot,Florian Niederlechner,Pass
122,2019-2020,1,Augsburg,Borussia Dortmund,Away,Defeat,Florian Niederlechner,67,MissedShots,0.8930000305175781,0.2829999923706054,0.043365754187107,OpenPlay,RightFoot,Daniel Baier,TakeOn
123,2019-2020,1,Augsburg,Borussia Dortmund,Away,Defeat,Marco Richter,73,BlockedShot,0.8880000305175781,0.2439999961853027,0.0132502736523747,SetPiece,LeftFoot,,Aerial
124,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Charles Aránguiz,3,MissedShots,0.8059999847412109,0.59,0.0471417643129825,OpenPlay,RightFoot,,BallTouch
125,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Kevin Volland,9,MissedShots,0.8690000152587891,0.34,0.0526853539049625,OpenPlay,LeftFoot,Lars Bender,TakeOn
126,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Leon Bailey,9,Goal,0.97,0.5359999847412109,0.7261067628860474,OpenPlay,RightFoot,Kevin Volland,Rebound
127,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Kai Havertz,18,Goal,0.909000015258789,0.615999984741211,0.3763938248157501,OpenPlay,LeftFoot,Julian Baumgartlinger,Throughball
128,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Kevin Volland,26,BlockedShot,0.895,0.4270000076293945,0.1210651472210884,OpenPlay,LeftFoot,Kai Havertz,Pass
129,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Leon Bailey,48,BlockedShot,0.8540000152587891,0.2579999923706054,0.0289094932377338,OpenPlay,LeftFoot,Kai Havertz,Pass
130,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Charles Aránguiz,49,MissedShots,0.850999984741211,0.69,0.0177085250616073,FromCorner,LeftFoot,,Aerial
131,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Kai Havertz,51,MissedShots,0.7719999694824219,0.4329999923706055,0.0307689700275659,OpenPlay,LeftFoot,Kevin Volland,BallTouch
132,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Leon Bailey,54,BlockedShot,0.865999984741211,0.1820000076293945,0.0202504079788923,FromCorner,LeftFoot,Kai Havertz,Pass
133,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Kevin Volland,64,MissedShots,0.915,0.46,0.1084310561418533,OpenPlay,Head,Leon Bailey,Cross
134,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Kevin Volland,68,Goal,0.931999969482422,0.495,0.5809925198554993,OpenPlay,RightFoot,Wendell,Pass
135,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Leon Bailey,72,MissedShots,0.84,0.6409999847412109,0.0821064263582229,OpenPlay,LeftFoot,Kai Havertz,Pass
136,2019-2020,1,Bayer Leverkusen,Paderborn,Home,Win,Leon Bailey,86,SavedShot,0.8480000305175781,0.6619999694824219,0.3218458890914917,OpenPlay,LeftFoot,Kevin Volland,Throughball
137,2019-2020,1,Paderborn,Bayer Leverkusen,Away,Defeat,Christopher Antwi-Adjei,3,BlockedShot,0.8119999694824219,0.499000015258789,0.0802611485123634,OpenPlay,RightFoot,Sven Michel,TakeOn
138,2019-2020,1,Paderborn,Bayer Leverkusen,Away,Defeat,Sven Michel,14,Goal,0.7909999847412109,0.5629999923706055,0.034414667636156,OpenPlay,LeftFoot,,BallRecovery
139,2019-2020,1,Paderborn,Bayer Leverkusen,Away,Defeat,Christopher Antwi-Adjei,24,SavedShot,0.973000030517578,0.5940000152587891,0.1244648844003677,OpenPlay,RightFoot,Jamilu Collins,TakeOn
