,Season,Week_No,Team,Opponent,Venue,Result,Player Name,Minute,Event,X_cord,Y_cord,xGoal,Situation,Type,Assist Player,Assist Type
45,2017-2018,1,Hoffenheim,Werder Bremen,Home,Win,Kerem Demirbay,91,SavedShot,0.8130000305175781,0.3259999847412109,0.0629963427782058,OpenPlay,LeftFoot,Serge Gnabry,TakeOn
46,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Milos Veljkovic,15,MissedShots,0.91,0.5729999923706055,0.0179320815950632,FromCorner,Head,Florian Kainz,Aerial
47,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Max Kruse,21,MissedShots,0.7619999694824219,0.6409999847412109,0.0218585431575775,OpenPlay,RightFoot,Florian Kainz,Pass
48,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Lamine Sané,26,MissedShots,0.895,0.4640000152587891,0.0182629507035017,FromCorner,Head,Max Kruse,Aerial
49,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Max Kruse,28,BlockedShot,0.799000015258789,0.3940000152587891,0.030899528414011,OpenPlay,LeftFoot,Theodor Gebre Selassie,HeadPass
50,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Florian Kainz,28,MissedShots,0.9159999847412108,0.5270000076293946,0.505068302154541,OpenPlay,RightFoot,Fin Bartels,Pass
51,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Ludwig Augustinsson,34,SavedShot,0.9080000305175782,0.669000015258789,0.0598510168492794,OpenPlay,LeftFoot,,None
52,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Maximilian Eggestein,35,MissedShots,0.8080000305175781,0.3959999847412109,0.0293444525450468,FromCorner,RightFoot,,None
53,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Thomas Delaney,36,MissedShots,0.9259999847412108,0.41,0.019114987924695,FromCorner,Head,Florian Kainz,Aerial
54,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Max Kruse,40,BlockedShot,0.7580000305175781,0.4929999923706055,0.0252266246825456,OpenPlay,LeftFoot,Fin Bartels,Pass
55,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Florian Kainz,48,BlockedShot,0.7469999694824219,0.669000015258789,0.0498967431485652,DirectFreekick,RightFoot,,Standard
56,2017-2018,1,Werder Bremen,Hoffenheim,Away,Defeat,Maximilian Eggestein,58,SavedShot,0.8490000152587891,0.2610000038146973,0.0293774418532848,OpenPlay,RightFoot,Max Kruse,Pass
57,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Vladimir Darida,0,MissedShots,0.715,0.4759999847412109,0.0149780763313174,OpenPlay,LeftFoot,Vedad Ibisevic,Pass
58,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Vladimir Darida,12,MissedShots,0.725,0.57,0.0132391583174467,OpenPlay,RightFoot,,None
59,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Mathew Leckie,13,MissedShots,0.931999969482422,0.4159999847412109,0.0976916402578353,OpenPlay,Head,Mitchell Weiser,Cross
60,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Mathew Leckie,18,MissedShots,0.7440000152587891,0.425,0.016216279938817,OpenPlay,RightFoot,,None
61,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Vedad Ibisevic,23,BlockedShot,0.8019999694824219,0.4870000076293945,0.052843227982521,OpenPlay,RightFoot,Vladimir Darida,Pass
62,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Alexander Esswein,37,BlockedShot,0.759000015258789,0.7519999694824219,0.0178692415356636,OpenPlay,RightFoot,Mathew Leckie,Pass
63,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Alexander Esswein,39,SavedShot,0.81,0.3070000076293945,0.0235926434397697,OpenPlay,LeftFoot,Mitchell Weiser,Pass
64,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Mathew Leckie,45,Goal,0.906999969482422,0.285,0.0461200550198555,OpenPlay,LeftFoot,Vedad Ibisevic,TakeOn
65,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Vedad Ibisevic,60,BlockedShot,0.8590000152587891,0.519000015258789,0.0485353395342826,OpenPlay,Head,Marvin Plattenhardt,Cross
66,2017-2018,1,Hertha Berlin,VfB Stuttgart,Home,Win,Mathew Leckie,61,Goal,0.95,0.5770000076293945,0.1054698973894119,FromCorner,LeftFoot,,None
67,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Chadrac Akolo,10,SavedShot,0.8159999847412109,0.25,0.0242000482976436,OpenPlay,RightFoot,Christian Gentner,Pass
68,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Simon Terodde,52,SavedShot,0.98,0.3010000038146972,0.0427458360791206,OpenPlay,RightFoot,Chadrac Akolo,Pass
69,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Chadrac Akolo,53,BlockedShot,0.8380000305175781,0.5179999923706055,0.070071093738079,OpenPlay,RightFoot,Takuma Asano,Pass
70,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Josip Brekalo,56,BlockedShot,0.8919999694824219,0.6020000076293945,0.0708880499005317,OpenPlay,RightFoot,,BallRecovery
71,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Orel Mangala,56,BlockedShot,0.775,0.47,0.0320854671299457,OpenPlay,RightFoot,,Rebound
72,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Takuma Asano,73,ShotOnPost,0.8919999694824219,0.3359999847412109,0.2601980865001678,OpenPlay,RightFoot,Benjamin Pavard,Chipped
73,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Anastasios Donis,80,MissedShots,0.93,0.4229999923706055,0.3224833905696869,OpenPlay,RightFoot,,None
74,2017-2018,1,VfB Stuttgart,Hertha Berlin,Away,Defeat,Anastasios Donis,86,MissedShots,0.8090000152587891,0.754000015258789,0.0589902214705944,DirectFreekick,RightFoot,,Standard
75,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Nicolai Müller,7,Goal,0.93,0.6509999847412109,0.0407226122915744,FromCorner,RightFoot,Walace,Cross
76,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Kyriakos Papadopoulos,20,SavedShot,0.936999969482422,0.675,0.0159729961305856,SetPiece,Head,Aaron Hunt,Cross
77,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Filip Kostic,24,MissedShots,0.8480000305175781,0.3770000076293945,0.0556206740438938,OpenPlay,LeftFoot,Bobby Wood,HeadPass
78,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Aaron Hunt,51,BlockedShot,0.6730000305175782,0.0759999990463256,0.0087368767708539,OpenPlay,LeftFoot,André Hahn,Interception
79,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Bobby Wood,55,MissedShots,0.715999984741211,0.4809999847412109,0.0240110680460929,OpenPlay,RightFoot,Walace,Pass
80,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Walace,70,SavedShot,0.6809999847412109,0.555,0.0182392690330743,OpenPlay,RightFoot,Albin Ekdal,Pass
81,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Bobby Wood,78,BlockedShot,0.7880000305175782,0.5629999923706055,0.0385584123432636,OpenPlay,LeftFoot,Albin Ekdal,Pass
82,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Walace,78,SavedShot,0.89,0.3420000076293945,0.0869793370366096,OpenPlay,RightFoot,Dennis Diekmeier,Pass
83,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Gian-Luca Waldschmidt,84,SavedShot,0.769000015258789,0.4020000076293945,0.0337557271122932,OpenPlay,LeftFoot,Bobby Wood,Pass
84,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Gian-Luca Waldschmidt,88,MissedShots,0.8590000152587891,0.41,0.1299817413091659,OpenPlay,RightFoot,André Hahn,Chipped
85,2017-2018,1,Hamburger SV,Augsburg,Home,Win,Aaron Hunt,94,MissedShots,0.8080000305175781,0.484000015258789,0.0998016074299812,SetPiece,LeftFoot,Gian-Luca Waldschmidt,Throughball
86,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Caiuby,6,BlockedShot,0.8919999694824219,0.2920000076293945,0.0491164922714233,OpenPlay,RightFoot,Alfred Finnbogason,Pass
87,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Jonathan Schmid,10,MissedShots,0.936999969482422,0.5270000076293946,0.0638294517993927,OpenPlay,Head,Philipp Max,Aerial
88,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Jeffrey Gouweleeuw,13,MissedShots,0.9390000152587892,0.605,0.0174943562597036,FromCorner,Head,Philipp Max,Aerial
89,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Ja-Cheol Koo,15,MissedShots,0.8119999694824219,0.5220000076293946,0.0728834122419357,SetPiece,RightFoot,Martin Hinteregger,LayOff
90,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Michael Gregoritsch,28,MissedShots,0.8119999694824219,0.7130000305175781,0.0245462376624345,OpenPlay,LeftFoot,Alfred Finnbogason,Pass
91,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Michael Gregoritsch,31,MissedShots,0.745999984741211,0.3459999847412109,0.0517116039991378,DirectFreekick,LeftFoot,,Standard
92,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Alfred Finnbogason,32,SavedShot,0.8959999847412109,0.595999984741211,0.036971416324377,OpenPlay,Head,Philipp Max,Cross
93,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Philipp Max,42,MissedShots,0.8419999694824218,0.655,0.0415471568703651,FromCorner,LeftFoot,Martin Hinteregger,Pass
94,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Daniel Baier,56,BlockedShot,0.8019999694824219,0.3340000152587891,0.0211289543658494,FromCorner,RightFoot,,None
95,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Alfred Finnbogason,60,MissedShots,0.916999969482422,0.549000015258789,0.041325569152832,OpenPlay,Head,Daniel Baier,Aerial
96,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Michael Gregoritsch,66,BlockedShot,0.77,0.485,0.0445496700704097,OpenPlay,LeftFoot,Caiuby,LayOff
97,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Daniel Baier,83,BlockedShot,0.8040000152587891,0.345,0.0280338805168867,OpenPlay,RightFoot,Alfred Finnbogason,Pass
98,2017-2018,1,Augsburg,Hamburger SV,Away,Defeat,Marwin Hitz,93,BlockedShot,0.901999969482422,0.55,0.0808486491441726,SetPiece,LeftFoot,Erik Thommy,Cross
99,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Stefan Bell,5,MissedShots,0.91,0.425,0.0174221694469451,FromCorner,Head,Alexandru Maxim,Aerial
100,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Pablo De Blasis,9,SavedShot,0.795,0.4729999923706054,0.0470618307590484,OpenPlay,LeftFoot,Viktor Fischer,Pass
101,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Giulio Donati,10,MissedShots,0.7380000305175781,0.4420000076293945,0.0124069601297378,SetPiece,RightFoot,,None
102,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Alexandru Maxim,22,BlockedShot,0.865,0.7480000305175781,0.0299166366457939,OpenPlay,RightFoot,Daniel Brosinski,Pass
103,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Yoshinori Muto,22,SavedShot,0.909000015258789,0.6309999847412109,0.0785522982478141,OpenPlay,LeftFoot,Danny Latza,HeadPass
104,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Danny Latza,50,MissedShots,0.8190000152587891,0.685,0.0224584117531776,FromCorner,RightFoot,,None
105,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Pablo De Blasis,64,MissedShots,0.925,0.4120000076293945,0.0582603774964809,FromCorner,Head,Alexandru Maxim,Cross
106,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Levin Öztunali,66,SavedShot,0.95,0.3320000076293945,0.0582104921340942,OpenPlay,RightFoot,Pablo De Blasis,Chipped
107,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Robin Quaison,78,MissedShots,0.77,0.485,0.0304560586810112,OpenPlay,RightFoot,Yoshinori Muto,Pass
108,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Danny Latza,81,MissedShots,0.8040000152587891,0.5159999847412109,0.0545893982052803,OpenPlay,RightFoot,Kenan Kodro,LayOff
109,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Yoshinori Muto,83,BlockedShot,0.9569999694824218,0.4,0.0596603080630302,FromCorner,Head,Levin Öztunali,Cross
110,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Stefan Bell,92,SavedShot,0.85,0.565,0.0099503025412559,SetPiece,Head,Daniel Brosinski,End
111,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Robin Quaison,92,BlockedShot,0.8630000305175781,0.5259999847412109,0.0384949669241905,SetPiece,LeftFoot,,Aerial
112,2017-2018,1,Mainz 05,Hannover 96,Home,Defeat,Danny Latza,93,SavedShot,0.850999984741211,0.504000015258789,0.0092229694128036,OpenPlay,Head,Daniel Brosinski,Aerial
113,2017-2018,1,Hannover 96,Mainz 05,Away,Win,Pirmin Schwegler,15,BlockedShot,0.7709999847412109,0.354000015258789,0.0236006118357181,OpenPlay,RightFoot,Julian Korb,Pass
114,2017-2018,1,Hannover 96,Mainz 05,Away,Win,Niclas Füllkrug,20,BlockedShot,0.895,0.494000015258789,0.0608183071017265,FromCorner,Head,Pirmin Schwegler,Cross
115,2017-2018,1,Hannover 96,Mainz 05,Away,Win,Kenan Karaman,48,MissedShots,0.825999984741211,0.5359999847412109,0.0577147528529167,OpenPlay,RightFoot,,None
116,2017-2018,1,Hannover 96,Mainz 05,Away,Win,Felix Klaus,57,SavedShot,0.8190000152587891,0.455,0.2937598526477813,OpenPlay,RightFoot,Niclas Füllkrug,Pass
117,2017-2018,1,Hannover 96,Mainz 05,Away,Win,Martin Harnik,72,Goal,0.899000015258789,0.524000015258789,0.1309843361377716,OpenPlay,RightFoot,Matthias Ostrzolek,Pass
118,2017-2018,1,Hannover 96,Mainz 05,Away,Win,Pirmin Schwegler,80,MissedShots,0.7909999847412109,0.2070000076293945,0.0432713776826858,DirectFreekick,RightFoot,,Standard
119,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Daniel Didavi,11,BlockedShot,0.8430000305175781,0.580999984741211,0.0529066808521747,OpenPlay,LeftFoot,Mario Gomez,HeadPass
120,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Yannick Gerhardt,12,MissedShots,0.92,0.44,0.2557339072227478,FromCorner,Head,Daniel Didavi,Cross
121,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Mario Gomez,18,MissedShots,0.750999984741211,0.5429999923706055,0.0240986943244934,OpenPlay,LeftFoot,Riechedly Bazoer,Pass
122,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Mario Gomez,35,BlockedShot,0.895,0.515,0.0371502675116062,SetPiece,Head,Daniel Didavi,Tackle
123,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Daniel Didavi,37,MissedShots,0.941999969482422,0.815,0.0202625840902328,OpenPlay,LeftFoot,Yannick Gerhardt,Pass
124,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Mario Gomez,50,MissedShots,0.7780000305175782,0.494000015258789,0.0366530418395996,OpenPlay,RightFoot,Landry Dimata,Pass
125,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Mario Gomez,55,MissedShots,0.8519999694824218,0.315,0.0250388700515031,OpenPlay,RightFoot,Koen Casteels,Pass
126,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Riechedly Bazoer,58,BlockedShot,0.740999984741211,0.4159999847412109,0.0157518591731786,FromCorner,RightFoot,,None
127,2017-2018,1,Wolfsburg,Borussia Dortmund,Home,Defeat,Josuha Guilavogui,81,MissedShots,0.870999984741211,0.595999984741211,0.027469428256154,FromCorner,LeftFoot,,Aerial
128,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Dan-Axel Zagadou,6,MissedShots,0.9259999847412108,0.4640000152587891,0.0650122165679931,SetPiece,Head,Nuri Sahin,Aerial
129,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Gonzalo Castro,8,MissedShots,0.7030000305175781,0.3940000152587891,0.0134398713707923,OpenPlay,RightFoot,Maximilian Philipp,Pass
130,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Gonzalo Castro,17,MissedShots,0.9059999847412108,0.524000015258789,0.1343526542186737,OpenPlay,RightFoot,Christian Pulisic,Pass
131,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Christian Pulisic,21,Goal,0.8719999694824219,0.3309999847412109,0.0582167170941829,OpenPlay,RightFoot,Mario Götze,Pass
132,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Maximilian Philipp,24,MissedShots,0.9469999694824218,0.4420000076293945,0.0627176761627197,FromCorner,Head,Pierre-Emerick Aubameyang,Aerial
133,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Pierre-Emerick Aubameyang,25,BlockedShot,0.8130000305175781,0.3270000076293945,0.0393139794468879,OpenPlay,LeftFoot,Maximilian Philipp,Pass
134,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Marc Bartra,26,Goal,0.921999969482422,0.735999984741211,0.0428184941411018,FromCorner,RightFoot,Gonzalo Castro,Pass
135,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Pierre-Emerick Aubameyang,31,MissedShots,0.8530000305175781,0.2620000076293945,0.0440571829676628,OpenPlay,RightFoot,Sokratis,Pass
136,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Mario Götze,39,SavedShot,0.7530000305175781,0.63,0.0246353559195995,OpenPlay,RightFoot,Gonzalo Castro,Pass
137,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Mario Götze,49,SavedShot,0.7390000152587891,0.5209999847412109,0.0230358634144067,OpenPlay,RightFoot,Pierre-Emerick Aubameyang,Pass
138,2017-2018,1,Borussia Dortmund,Wolfsburg,Away,Win,Pierre-Emerick Aubameyang,59,Goal,0.953000030517578,0.5790000152587891,0.5386132001876831,OpenPlay,LeftFoot,Christian Pulisic,Pass
