,Season,Week_No,Team,Name,Nationality,Age,Minutes,Venue,Opponent,Result,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,avg_distance_def_actions_gk
0,2019-2020,1,Bayern Munich,Manuel Neuer,GER,33,90.0,Home,Hertha BSC,Draw,3,2,1,33.3,1.1,2,5,40.0,23,7,21.7,29.9,6,0.0,24.5,7,1,14.3,1,17.0
1,2019-2020,1,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Bayern Munich,Draw,6,2,5,83.3,1.8,11,25,44.0,29,7,65.5,51.6,7,85.7,60.7,19,1,5.3,1,10.5
2,2019-2020,1,Freiburg,Alexander Schwolow,GER,27,90.0,Home,Mainz 05,Win,5,0,5,100.0,0.4,7,14,50.0,34,10,26.5,30.7,9,55.6,51.0,5,1,20.0,3,16.5
3,2019-2020,1,Mainz 05,Florian Müller,GER,21,90.0,Away,Freiburg,Defeat,7,3,5,71.4,2.3,9,22,40.9,23,5,52.2,45.7,14,71.4,54.9,12,0,0.0,0,9.5
4,2019-2020,1,Dortmund,Marwin Hitz,SUI,31,90.0,Home,Augsburg,Win,1,1,0,0.0,0.8,0,0,,15,1,0.0,20.5,4,0.0,13.5,5,0,0.0,2,24.5
5,2019-2020,1,Augsburg,Tomáš Koubek,CZE,26,90.0,Away,Dortmund,Defeat,9,5,4,44.4,3.9,10,17,58.8,15,2,66.7,39.4,16,43.8,45.3,10,0,0.0,0,12.8
6,2019-2020,1,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Paderborn 07,Win,5,2,3,60.0,1.3,7,16,43.8,51,4,27.5,31.0,7,28.6,35.3,5,0,0.0,1,18.8
7,2019-2020,1,Paderborn 07,Jannik Huth,GER,25,90.0,Away,Bayer Leverkusen,Defeat,4,3,1,25.0,3.1,3,17,17.6,21,4,57.1,41.0,9,55.6,42.3,9,0,0.0,0,10.7
8,2019-2020,1,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Home,Düsseldorf,Defeat,7,3,4,57.1,2.0,3,4,75.0,12,4,25.0,29.8,8,12.5,23.4,8,0,0.0,0,15.8
9,2019-2020,1,Düsseldorf,Zack Steffen,USA,24,90.0,Away,Werder Bremen,Win,10,1,9,90.0,1.8,10,22,45.5,29,7,55.2,47.9,7,85.7,69.0,11,1,9.1,0,6.4
10,2019-2020,1,Wolfsburg,Koen Casteels,BEL,27,90.0,Home,Köln,Win,2,1,1,50.0,0.7,9,23,39.1,37,7,48.6,40.5,7,71.4,61.0,12,3,25.0,0,12.5
11,2019-2020,1,Köln,Timo Horn,GER,26,90.0,Away,Wolfsburg,Defeat,5,2,3,60.0,1.0,12,20,60.0,34,11,52.9,41.3,5,40.0,31.4,6,0,0.0,1,14.2
12,2019-2020,1,Mönchengladbach,Yann Sommer,SUI,30,90.0,Home,Schalke 04,Draw,1,0,1,100.0,0.3,0,4,0.0,48,7,6.3,26.4,6,16.7,23.8,4,1,25.0,1,11.9
13,2019-2020,1,Schalke 04,Alexander Nübel,GER,22,90.0,Away,Mönchengladbach,Draw,4,0,4,100.0,1.3,12,24,50.0,29,6,62.1,48.7,8,75.0,53.9,11,2,18.2,2,16.2
14,2019-2020,1,Eintracht Frankfurt,Kevin Trapp,GER,29,90.0,Home,Hoffenheim,Win,1,0,1,100.0,0.0,6,23,26.1,25,1,76.0,52.0,6,66.7,50.7,10,1,10.0,0,14.4
15,2019-2020,1,Hoffenheim,Oliver Baumann,GER,29,90.0,Away,Eintracht Frankfurt,Defeat,7,1,6,85.7,1.2,6,16,37.5,51,6,29.4,31.8,6,16.7,22.7,9,1,11.1,0,13.1
16,2019-2020,1,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Home,RB Leipzig,Defeat,8,4,4,50.0,3.3,15,21,71.4,34,5,41.2,36.5,7,100.0,69.4,4,0,0.0,3,20.8
17,2019-2020,1,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Away,Union Berlin,Win,2,0,2,100.0,0.7,8,15,53.3,39,10,25.6,30.8,7,71.4,51.7,16,0,0.0,3,15.4
18,2019-2020,2,Köln,Timo Horn,GER,26,90.0,Home,Dortmund,Defeat,6,3,3,50.0,2.2,4,12,33.3,18,1,66.7,51.9,6,0.0,15.3,4,0,0.0,0,15.3
19,2019-2020,2,Dortmund,Roman Bürki,SUI,28,90.0,Away,Köln,Win,1,1,0,0.0,0.8,2,6,33.3,37,7,10.8,26.4,5,40.0,32.2,8,0,0.0,2,19.0
20,2019-2020,2,Paderborn 07,Jannik Huth,GER,25,90.0,Home,Freiburg,Defeat,3,3,1,33.3,1.9,5,11,45.5,29,6,34.5,33.2,5,20.0,27.4,4,2,50.0,2,20.5
21,2019-2020,2,Freiburg,Alexander Schwolow,GER,27,90.0,Away,Paderborn 07,Win,2,1,1,50.0,0.6,2,24,8.3,33,6,45.5,43.3,12,75.0,63.5,8,1,12.5,0,13.0
22,2019-2020,2,Hoffenheim,Oliver Baumann,GER,29,90.0,Home,Werder Bremen,Win,5,2,3,60.0,1.9,4,12,33.3,32,4,34.4,33.5,5,20.0,29.2,6,0,0.0,2,20.2
23,2019-2020,2,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Away,Hoffenheim,Defeat,3,3,0,0.0,1.7,11,28,39.3,34,1,73.5,51.2,6,50.0,45.0,10,0,0.0,1,11.5
24,2019-2020,2,Augsburg,Tomáš Koubek,CZE,26,90.0,Home,Union Berlin,Draw,2,1,1,50.0,0.8,7,25,28.0,35,5,48.6,41.7,8,100.0,68.6,13,2,15.4,3,18.2
25,2019-2020,2,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Away,Augsburg,Draw,4,1,3,75.0,1.7,12,26,46.2,36,6,47.2,44.1,13,69.2,58.5,10,2,20.0,0,12.6
26,2019-2020,2,Düsseldorf,Zack Steffen,USA,24,90.0,Home,Bayer Leverkusen,Defeat,6,3,4,50.0,2.4,13,24,54.2,22,4,63.6,44.1,12,83.3,64.8,6,0,0.0,0,9.7
27,2019-2020,2,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Away,Düsseldorf,Win,5,1,4,80.0,1.1,12,15,80.0,39,8,33.3,33.8,5,40.0,31.4,6,2,33.3,0,8.0
28,2019-2020,2,Mainz 05,Florian Müller,GER,21,90.0,Home,Mönchengladbach,Defeat,6,3,3,50.0,2.1,13,18,72.2,26,3,61.5,43.4,3,66.7,57.3,9,0,0.0,3,19.3
29,2019-2020,2,Mönchengladbach,Yann Sommer,SUI,30,90.0,Away,Mainz 05,Win,4,1,3,75.0,1.6,9,21,42.9,28,5,50.0,42.0,14,50.0,46.9,14,0,0.0,1,11.9
30,2019-2020,2,Schalke 04,Alexander Nübel,GER,22,90.0,Home,Bayern Munich,Defeat,5,3,3,60.0,2.5,5,9,55.6,16,4,31.3,36.3,6,66.7,41.7,12,1,8.3,0,8.0
31,2019-2020,2,Bayern Munich,Manuel Neuer,GER,33,90.0,Away,Schalke 04,Win,2,0,2,100.0,0.2,9,11,81.8,40,5,25.0,30.4,9,11.1,24.8,11,0,0.0,2,17.5
32,2019-2020,2,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Home,Eintracht Frankfurt,Win,5,1,4,80.0,1.8,6,17,35.3,30,7,40.0,39.5,8,62.5,48.0,10,1,10.0,1,15.0
33,2019-2020,2,Eintracht Frankfurt,Kevin Trapp,GER,29,90.0,Away,RB Leipzig,Defeat,5,2,3,60.0,1.3,5,7,71.4,30,4,20.0,27.6,6,16.7,19.8,3,0,0.0,1,22.0
34,2019-2020,2,Hertha BSC,Rune Jarstein,NOR,34,90.0,Home,Wolfsburg,Defeat,3,3,1,33.3,1.7,5,10,50.0,24,7,37.5,31.0,5,20.0,36.6,3,1,33.3,0,15.4
35,2019-2020,2,Wolfsburg,Koen Casteels,BEL,27,90.0,Away,Hertha BSC,Win,2,0,2,100.0,0.3,11,23,47.8,27,1,66.7,49.1,11,45.5,40.5,13,1,7.7,1,14.1
36,2019-2020,3,Mönchengladbach,Yann Sommer,SUI,30,90.0,Home,RB Leipzig,Defeat,6,3,3,50.0,2.9,5,6,83.3,34,3,17.6,27.0,10,0.0,19.0,9,0,0.0,1,25.0
37,2019-2020,3,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Away,Mönchengladbach,Win,3,1,2,66.7,1.3,6,16,37.5,35,6,34.3,36.3,8,50.0,44.1,10,0,0.0,2,14.4
38,2019-2020,3,Schalke 04,Alexander Nübel,GER,22,90.0,Home,Hertha BSC,Win,3,0,3,100.0,0.2,4,10,40.0,25,4,24.0,27.8,11,36.4,31.5,4,0,0.0,2,23.0
39,2019-2020,3,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Schalke 04,Defeat,2,3,1,-50.0,1.0,8,14,57.1,33,5,27.3,29.3,5,100.0,65.0,5,1,20.0,0,12.9
40,2019-2020,3,Bayern Munich,Manuel Neuer,GER,33,90.0,Home,Mainz 05,Win,4,1,3,75.0,1.2,3,4,75.0,30,8,13.3,24.9,3,0.0,13.7,3,0,0.0,1,15.8
41,2019-2020,3,Mainz 05,Florian Müller,GER,21,90.0,Away,Bayern Munich,Defeat,9,6,3,33.3,4.3,5,14,35.7,17,6,35.3,35.0,14,57.1,47.6,19,1,5.3,2,16.5
42,2019-2020,3,Wolfsburg,Koen Casteels,BEL,27,90.0,Home,Paderborn 07,Draw,4,1,3,75.0,0.9,5,5,100.0,24,6,20.8,33.2,6,0.0,21.2,3,0,0.0,1,18.3
43,2019-2020,3,Paderborn 07,Jannik Huth,GER,25,90.0,Away,Wolfsburg,Draw,4,1,3,75.0,0.3,8,17,47.1,30,7,50.0,40.2,9,22.2,29.4,11,1,9.1,0,15.4
44,2019-2020,3,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Hoffenheim,Draw,1,0,1,100.0,0.1,3,6,50.0,32,5,18.8,29.0,8,0.0,27.0,2,0,0.0,3,21.8
45,2019-2020,3,Hoffenheim,Oliver Baumann,GER,29,90.0,Away,Bayer Leverkusen,Draw,2,0,2,100.0,0.2,12,31,38.7,21,1,90.5,61.2,12,100.0,69.0,14,0,0.0,0,10.6
46,2019-2020,3,Freiburg,Alexander Schwolow,GER,27,90.0,Home,Köln,Defeat,2,2,0,0.0,0.3,5,13,38.5,16,5,37.5,34.4,12,58.3,52.9,7,0,0.0,1,13.8
47,2019-2020,3,Köln,Timo Horn,GER,26,90.0,Away,Freiburg,Win,1,1,1,0.0,0.1,13,19,68.4,19,2,57.9,46.1,9,88.9,61.3,11,2,18.2,2,22.0
48,2019-2020,3,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Home,Dortmund,Win,2,1,1,50.0,1.2,9,25,36.0,17,1,76.5,52.4,15,80.0,62.8,8,1,12.5,0,9.8
49,2019-2020,3,Dortmund,Roman Bürki,SUI,28,90.0,Away,Union Berlin,Defeat,7,3,4,57.1,2.7,6,7,85.7,28,8,21.4,30.7,8,12.5,27.3,7,1,14.3,1,20.3
50,2019-2020,3,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Home,Augsburg,Win,5,2,3,60.0,1.9,6,11,54.5,30,3,23.3,31.4,5,80.0,55.0,6,0,0.0,2,18.9
51,2019-2020,3,Augsburg,Tomáš Koubek,CZE,27,90.0,Away,Werder Bremen,Defeat,4,3,1,25.0,2.0,13,26,50.0,26,5,50.0,43.8,15,86.7,63.1,17,0,0.0,4,21.3
52,2019-2020,3,Eintracht Frankfurt,Kevin Trapp,GER,29,90.0,Home,Düsseldorf,Win,4,1,3,75.0,0.3,7,14,50.0,38,3,34.2,33.1,7,14.3,34.3,8,2,25.0,2,19.0
53,2019-2020,3,Düsseldorf,Zack Steffen,USA,24,90.0,Away,Eintracht Frankfurt,Defeat,7,2,5,71.4,1.7,13,24,54.2,29,4,55.2,51.9,8,100.0,74.3,16,1,6.3,1,9.7
54,2019-2020,4,Düsseldorf,Zack Steffen,USA,24,90.0,Home,Wolfsburg,Draw,6,1,5,83.3,1.9,11,21,52.4,34,11,50.0,40.9,5,80.0,61.4,14,2,14.3,0,12.9
55,2019-2020,4,Wolfsburg,Pavao Pervan,AUT,31,90.0,Away,Düsseldorf,Draw,3,1,2,66.7,0.5,6,11,54.5,21,3,42.9,37.6,8,25.0,31.3,7,0,0.0,0,12.0
56,2019-2020,4,Augsburg,Tomáš Koubek,CZE,27,90.0,Home,Eintracht Frankfurt,Win,4,1,3,75.0,1.1,6,28,21.4,17,2,76.5,60.9,15,100.0,75.0,19,0,0.0,2,21.7
57,2019-2020,4,Eintracht Frankfurt,Kevin Trapp,GER,29,90.0,Away,Augsburg,Defeat,5,2,3,60.0,1.8,4,13,30.8,30,5,40.0,37.3,1,100.0,88.0,1,0,0.0,1,15.0
58,2019-2020,4,Mainz 05,Robin Zentner,GER,24,90.0,Home,Hertha BSC,Win,8,1,7,87.5,2.5,4,11,36.4,22,5,27.3,32.7,10,50.0,46.1,10,0,0.0,1,15.8
59,2019-2020,4,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Mainz 05,Defeat,6,2,4,66.7,3.1,10,14,71.4,20,4,40.0,36.8,7,85.7,58.7,11,0,0.0,0,13.0
60,2019-2020,4,Köln,Timo Horn,GER,26,90.0,Home,Mönchengladbach,Defeat,3,1,2,66.7,0.9,14,33,42.4,31,2,77.4,55.4,10,90.0,57.9,6,0,0.0,0,10.8
61,2019-2020,4,Mönchengladbach,Yann Sommer,SUI,30,90.0,Away,Köln,Win,7,0,7,100.0,1.6,12,22,54.5,34,8,50.0,42.2,9,55.6,45.7,6,2,33.3,2,17.6
62,2019-2020,4,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Home,Werder Bremen,Defeat,6,2,5,83.3,3.0,15,23,65.2,33,5,45.5,42.0,8,100.0,68.4,6,2,33.3,1,17.2
63,2019-2020,4,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Away,Union Berlin,Win,4,1,4,100.0,1.9,4,16,25.0,25,5,48.0,46.8,10,40.0,40.1,12,2,16.7,0,10.0
64,2019-2020,4,Dortmund,Roman Bürki,SUI,28,90.0,Home,Bayer Leverkusen,Win,3,0,3,100.0,0.2,9,21,42.9,23,2,56.5,40.5,10,80.0,57.6,8,0,0.0,0,7.0
65,2019-2020,4,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Away,Dortmund,Defeat,7,4,2,42.9,3.1,7,13,53.8,43,4,30.2,32.9,5,0.0,14.8,8,2,25.0,1,15.3
66,2019-2020,4,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Home,Bayern Munich,Draw,7,1,5,85.7,2.2,4,13,30.8,24,5,37.5,35.7,10,40.0,40.6,10,0,0.0,0,16.2
67,2019-2020,4,Bayern Munich,Manuel Neuer,GER,33,90.0,Away,RB Leipzig,Draw,5,1,5,100.0,1.2,5,7,71.4,44,6,15.9,25.9,5,0.0,12.8,6,0,0.0,0,9.0
68,2019-2020,4,Hoffenheim,Oliver Baumann,GER,29,90.0,Home,Freiburg,Defeat,8,3,5,62.5,2.2,7,12,58.3,38,9,26.3,27.4,7,28.6,25.9,6,0,0.0,2,20.7
69,2019-2020,4,Freiburg,Alexander Schwolow,GER,27,90.0,Away,Hoffenheim,Win,5,0,5,100.0,0.9,7,27,25.9,26,1,53.8,46.4,15,86.7,67.6,8,0,0.0,1,11.7
70,2019-2020,4,Paderborn 07,Jannik Huth,GER,25,90.0,Home,Schalke 04,Defeat,11,5,6,54.5,3.8,6,14,42.9,45,8,26.7,32.1,8,25.0,39.1,8,0,0.0,0,15.1
71,2019-2020,4,Schalke 04,Alexander Nübel,GER,22,90.0,Away,Paderborn 07,Win,1,1,0,0.0,0.6,4,9,44.4,42,5,16.7,30.1,5,40.0,44.4,4,1,25.0,1,13.0
72,2019-2020,5,Schalke 04,Alexander Nübel,GER,22,90.0,Home,Mainz 05,Win,3,1,2,66.7,1.2,12,24,50.0,28,5,53.6,43.5,11,81.8,56.3,8,0,0.0,0,15.0
73,2019-2020,5,Mainz 05,Robin Zentner,GER,24,90.0,Away,Schalke 04,Defeat,6,2,4,66.7,1.4,6,26,23.1,31,4,51.6,44.3,12,83.3,63.8,8,0,0.0,0,10.7
74,2019-2020,5,Freiburg,Alexander Schwolow,GER,27,90.0,Home,Augsburg,Draw,2,1,1,50.0,0.5,12,25,48.0,35,5,54.3,45.9,12,50.0,44.6,5,0,0.0,0,11.5
75,2019-2020,5,Augsburg,Tomáš Koubek,CZE,27,90.0,Away,Freiburg,Draw,4,1,3,75.0,0.6,9,19,47.4,28,4,46.4,41.3,11,54.5,50.8,15,2,13.3,0,9.1
76,2019-2020,5,Bayern Munich,Manuel Neuer,GER,33,90.0,Home,Köln,Win,2,0,2,100.0,0.4,5,9,55.6,28,4,21.4,27.8,8,37.5,34.4,12,1,8.3,1,14.2
77,2019-2020,5,Köln,Timo Horn,GER,26,90.0,Away,Bayern Munich,Defeat,4,4,1,25.0,2.3,5,13,38.5,20,4,40.0,35.8,12,41.7,34.2,4,0,0.0,0,7.6
78,2019-2020,5,Hertha BSC,Rune Jarstein,NOR,34,90.0,Home,Paderborn 07,Win,7,1,6,85.7,1.9,12,27,44.4,24,0,75.0,51.1,10,90.0,61.4,6,0,0.0,0,7.7
79,2019-2020,5,Paderborn 07,Jannik Huth,GER,25,90.0,Away,Hertha BSC,Defeat,4,2,2,50.0,0.7,2,7,28.6,41,7,17.1,27.2,6,0.0,18.5,7,0,0.0,1,17.1
80,2019-2020,5,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Union Berlin,Win,0,0,0,,0.0,3,12,25.0,32,7,37.5,36.3,2,0.0,18.0,5,2,40.0,0,14.8
81,2019-2020,5,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Away,Bayer Leverkusen,Defeat,7,2,5,71.4,1.3,22,23,95.7,43,6,46.5,37.4,8,37.5,40.4,6,0,0.0,0,12.8
82,2019-2020,5,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Home,RB Leipzig,Defeat,7,3,4,57.1,2.6,5,11,45.5,27,4,29.6,34.9,10,30.0,35.5,10,0,0.0,0,9.5
83,2019-2020,5,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Away,Werder Bremen,Win,1,0,1,100.0,0.3,4,12,33.3,26,7,34.6,32.5,8,37.5,35.4,11,2,18.2,0,12.0
84,2019-2020,5,Mönchengladbach,Yann Sommer,SUI,30,90.0,Home,Düsseldorf,Win,4,1,3,75.0,1.1,5,7,71.4,15,4,13.3,25.3,13,38.5,35.5,8,0,0.0,1,14.8
85,2019-2020,5,Düsseldorf,Zack Steffen,USA,24,90.0,Away,Mönchengladbach,Defeat,11,2,9,81.8,3.3,9,25,36.0,30,10,70.0,52.0,7,57.1,52.4,13,2,15.4,0,13.2
86,2019-2020,5,Eintracht Frankfurt,Kevin Trapp,GER,29,90.0,Home,Dortmund,Draw,7,2,5,71.4,2.3,5,18,27.8,26,1,57.7,44.0,6,50.0,43.7,8,0,0.0,2,17.7
87,2019-2020,5,Dortmund,Roman Bürki,SUI,28,90.0,Away,Eintracht Frankfurt,Draw,3,2,2,33.3,0.9,5,17,29.4,41,10,26.8,29.9,9,66.7,51.7,20,0,0.0,0,15.6
88,2019-2020,5,Wolfsburg,Pavao Pervan,AUT,31,90.0,Home,Hoffenheim,Draw,6,1,5,83.3,1.8,2,8,25.0,23,6,34.8,37.5,3,0.0,29.0,3,0,0.0,2,22.3
89,2019-2020,5,Hoffenheim,Oliver Baumann,GER,29,90.0,Away,Wolfsburg,Draw,4,1,3,75.0,1.3,8,20,40.0,40,9,42.5,39.2,9,33.3,34.2,9,1,11.1,1,13.8
90,2019-2020,6,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Home,Eintracht Frankfurt,Defeat,5,2,3,60.0,1.7,22,37,59.5,50,6,60.0,45.0,10,70.0,57.0,15,0,0.0,1,17.7
91,2019-2020,6,Eintracht Frankfurt,Kevin Trapp,GER,29,90.0,Away,Union Berlin,Win,5,1,4,80.0,1.9,14,27,51.9,34,3,58.8,42.1,7,100.0,68.6,11,2,18.2,0,12.0
92,2019-2020,6,Paderborn 07,Jannik Huth,GER,25,90.0,Home,Bayern Munich,Defeat,6,3,3,50.0,1.9,10,17,58.8,39,5,33.3,35.4,12,33.3,36.0,4,1,25.0,1,15.0
93,2019-2020,6,Bayern Munich,Manuel Neuer,GER,33,90.0,Away,Paderborn 07,Win,6,2,4,66.7,1.4,3,10,30.0,44,10,18.2,26.5,4,50.0,37.3,9,0,0.0,1,15.0
94,2019-2020,6,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Home,Schalke 04,Defeat,6,3,4,66.7,2.7,4,8,50.0,37,7,16.2,30.5,3,66.7,56.7,3,0,0.0,0,13.2
95,2019-2020,6,Schalke 04,Alexander Nübel,GER,22,90.0,Away,RB Leipzig,Win,6,1,5,83.3,1.2,4,28,14.3,29,1,62.1,48.7,11,90.9,67.7,14,0,0.0,1,14.4
96,2019-2020,6,Augsburg,Tomáš Koubek,CZE,27,90.0,Home,Bayer Leverkusen,Defeat,5,3,3,40.0,1.3,5,16,31.3,18,3,72.2,47.7,4,75.0,56.5,5,0,0.0,1,15.6
97,2019-2020,6,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Away,Augsburg,Win,1,0,1,100.0,0.2,10,30,33.3,62,6,45.2,39.4,8,25.0,25.6,1,0,0.0,2,15.2
98,2019-2020,6,Mainz 05,Robin Zentner,GER,24,90.0,Home,Wolfsburg,Defeat,3,1,2,66.7,1.1,5,17,29.4,35,7,48.6,38.4,4,0.0,23.8,3,1,33.3,2,22.0
99,2019-2020,6,Wolfsburg,Pavao Pervan,AUT,31,90.0,Away,Mainz 05,Win,4,0,4,100.0,0.8,9,18,50.0,22,4,59.1,43.0,7,71.4,59.0,20,0,0.0,0,13.8
100,2019-2020,6,Hoffenheim,Oliver Baumann,GER,29,90.0,Home,Mönchengladbach,Defeat,5,3,2,40.0,1.9,6,15,40.0,46,7,28.3,30.9,8,25.0,37.9,9,2,22.2,3,18.8
101,2019-2020,6,Mönchengladbach,Yann Sommer,SUI,30,90.0,Away,Hoffenheim,Win,3,0,3,100.0,0.2,8,16,50.0,42,6,21.4,30.9,14,50.0,42.4,13,1,7.7,1,11.6
102,2019-2020,6,Dortmund,Roman Bürki,SUI,28,90.0,Home,Werder Bremen,Draw,5,2,3,60.0,1.7,3,5,60.0,15,2,26.7,31.7,6,16.7,25.7,5,0,0.0,1,30.0
103,2019-2020,6,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Away,Dortmund,Draw,7,2,5,71.4,2.8,7,24,29.2,28,7,60.7,45.3,14,50.0,37.8,17,1,5.9,0,9.6
104,2019-2020,6,Düsseldorf,Zack Steffen,USA,24,90.0,Home,Freiburg,Defeat,2,2,0,0.0,2.2,10,16,62.5,33,6,45.5,36.5,3,33.3,36.0,5,0,0.0,1,18.0
105,2019-2020,6,Freiburg,Alexander Schwolow,GER,27,90.0,Away,Düsseldorf,Win,7,1,6,85.7,1.4,3,17,17.6,26,4,42.3,38.7,10,60.0,52.7,6,0,0.0,0,12.3
106,2019-2020,6,Köln,Timo Horn,GER,26,90.0,Home,Hertha BSC,Defeat,6,4,2,33.3,2.4,5,6,83.3,21,4,19.0,28.0,6,33.3,41.0,12,0,0.0,0,7.5
107,2019-2020,6,Hertha BSC,Rune Jarstein,NOR,35,90.0,Away,Köln,Win,3,0,3,100.0,0.7,9,16,56.3,22,6,50.0,44.5,8,62.5,46.4,15,1,6.7,0,10.3
108,2019-2020,7,Hertha BSC,Rune Jarstein,NOR,35,90.0,Home,Düsseldorf,Win,2,1,2,100.0,0.9,8,13,61.5,15,1,53.3,41.3,7,71.4,50.9,11,0,0.0,0,13.7
109,2019-2020,7,Düsseldorf,Zack Steffen,USA,24,90.0,Away,Hertha BSC,Defeat,3,3,0,0.0,2.1,5,9,55.6,21,4,28.6,32.5,6,50.0,48.7,9,0,0.0,0,4.7
110,2019-2020,7,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,RB Leipzig,Draw,5,1,4,80.0,1.8,7,18,38.9,43,6,34.9,33.4,7,42.9,39.7,9,2,22.2,2,20.8
111,2019-2020,7,RB Leipzig,Péter Gulácsi,HUN,29,90.0,Away,Bayer Leverkusen,Draw,8,1,7,87.5,1.8,5,11,45.5,24,10,33.3,31.4,4,75.0,49.8,11,1,9.1,2,20.5
112,2019-2020,7,Paderborn 07,Leopold Zingerle,GER,25,90.0,Home,Mainz 05,Defeat,6,2,5,83.3,2.5,13,17,76.5,56,8,30.4,31.7,10,0.0,12.6,6,0,0.0,2,17.5
113,2019-2020,7,Mainz 05,Robin Zentner,GER,24,90.0,Away,Paderborn 07,Win,6,1,5,83.3,1.5,5,14,35.7,28,6,32.1,38.7,10,50.0,45.5,6,1,16.7,0,19.3
114,2019-2020,7,Bayern Munich,Manuel Neuer,GER,33,90.0,Home,Hoffenheim,Defeat,5,2,3,60.0,1.4,4,7,57.1,31,7,22.6,29.1,1,0.0,39.0,2,0,0.0,1,22.0
115,2019-2020,7,Hoffenheim,Oliver Baumann,GER,29,90.0,Away,Bayern Munich,Win,4,1,3,75.0,0.7,11,24,45.8,45,7,28.9,31.2,24,45.8,37.6,18,0,0.0,1,12.9
116,2019-2020,7,Freiburg,Alexander Schwolow,GER,27,90.0,Home,Dortmund,Draw,4,2,2,50.0,1.1,6,19,31.6,33,3,51.5,43.3,3,66.7,54.3,6,0,0.0,0,7.7
117,2019-2020,7,Dortmund,Roman Bürki,SUI,28,90.0,Away,Freiburg,Draw,1,2,0,-100.0,0.3,3,13,23.1,30,1,36.7,36.5,8,25.0,33.1,5,0,0.0,0,18.0
118,2019-2020,7,Schalke 04,Alexander Nübel,GER,23,90.0,Home,Köln,Draw,5,1,4,80.0,1.1,5,12,41.7,32,4,34.4,37.6,4,25.0,36.5,7,1,14.3,2,21.2
119,2019-2020,7,Köln,Timo Horn,GER,26,90.0,Away,Schalke 04,Draw,3,1,2,66.7,1.0,10,22,45.5,24,2,58.3,47.3,18,44.4,42.1,7,1,14.3,0,12.0
120,2019-2020,7,Mönchengladbach,Yann Sommer,SUI,30,90.0,Home,Augsburg,Win,3,1,1,66.7,1.0,6,10,60.0,43,5,20.9,32.2,4,25.0,28.3,5,0,0.0,0,13.3
121,2019-2020,7,Augsburg,Tomáš Koubek,CZE,27,90.0,Away,Mönchengladbach,Defeat,8,5,3,37.5,3.9,5,17,29.4,31,4,41.9,40.6,7,57.1,40.3,5,1,20.0,0,17.8
122,2019-2020,7,Wolfsburg,Pavao Pervan,AUT,31,90.0,Home,Union Berlin,Win,3,0,3,100.0,0.3,7,30,23.3,27,6,63.0,44.3,15,86.7,60.6,10,0,0.0,1,21.0
123,2019-2020,7,Union Berlin,Rafał Gikiewicz,POL,31,90.0,Away,Wolfsburg,Defeat,5,1,3,80.0,1.0,11,22,50.0,29,4,48.3,40.1,10,80.0,56.5,9,1,11.1,0,16.0
124,2019-2020,7,Eintracht Frankfurt,Frederik Rønnow,DEN,27,90.0,Home,Werder Bremen,Draw,4,2,3,75.0,2.0,8,11,72.7,34,7,32.4,32.5,4,0.0,24.3,3,0,0.0,0,13.9
125,2019-2020,7,Werder Bremen,Jiří Pavlenka,CZE,27,90.0,Away,Eintracht Frankfurt,Draw,7,2,4,71.4,1.6,11,32,34.4,25,4,68.0,49.4,18,83.3,55.7,27,1,3.7,1,15.4
