,Season,Week_No,Team,Name,Nationality,Age,Minutes,Venue,Opponent,Result,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,avg_distance_def_actions_gk
894,2018-2019,16,Düsseldorf,Michael Rensing,GER,34,90.0,Home,Dortmund,Win,3,1,2,66.7,1.4,8,20,40.0,24,1,62.5,50.5,5,100.0,64.8,9,0,0.0,0,8.7
895,2018-2019,16,Dortmund,Roman Bürki,SUI,28,90.0,Away,Düsseldorf,Defeat,4,2,2,50.0,1.3,1,5,20.0,27,5,18.5,27.0,6,0.0,20.5,2,0,0.0,2,20.8
896,2018-2019,16,Wolfsburg,Koen Casteels,BEL,26,90.0,Home,Stuttgart,Win,1,0,1,100.0,0.1,9,21,42.9,40,5,37.5,34.7,13,46.2,44.8,17,3,17.6,0,13.3
897,2018-2019,16,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Away,Wolfsburg,Defeat,5,2,3,60.0,1.3,5,18,27.8,23,3,56.5,42.8,9,55.6,48.1,8,1,12.5,0,12.8
898,2018-2019,16,Schalke 04,Ralf Fährmann,GER,30,90.0,Home,Bayer Leverkusen,Defeat,4,2,2,50.0,1.2,4,6,66.7,16,3,31.3,30.8,2,50.0,41.5,5,0,0.0,2,30.0
899,2018-2019,16,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Away,Schalke 04,Win,4,1,3,75.0,1.1,6,24,25.0,44,6,36.4,36.5,14,57.1,47.1,12,2,16.7,1,14.6
900,2018-2019,16,Freiburg,Alexander Schwolow,GER,26,90.0,Home,Hannover 96,Draw,3,1,2,66.7,1.1,12,31,38.7,48,8,41.7,39.0,13,84.6,67.5,5,0,0.0,3,16.5
901,2018-2019,16,Hannover 96,Michael Esser,GER,31,90.0,Away,Freiburg,Draw,7,1,7,100.0,1.6,10,22,45.5,31,2,64.5,48.9,7,28.6,34.4,12,1,8.3,1,18.0
902,2018-2019,16,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Hoffenheim,Draw,4,1,3,75.0,1.4,12,28,42.9,35,4,60.0,45.1,10,70.0,51.2,7,0,0.0,2,17.0
903,2018-2019,16,Hoffenheim,Oliver Baumann,GER,28,90.0,Away,Werder Bremen,Draw,5,1,4,80.0,1.4,15,26,57.7,31,8,45.2,36.8,16,75.0,56.9,6,0,0.0,3,18.5
904,2018-2019,16,Mainz 05,Robin Zentner,GER,24,90.0,Home,Eintracht Frankfurt,Draw,5,2,3,60.0,1.7,8,23,34.8,26,4,53.8,38.4,9,100.0,70.1,10,1,10.0,2,17.5
905,2018-2019,16,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Away,Mainz 05,Draw,5,2,3,60.0,1.5,13,32,40.6,30,1,70.0,43.5,12,91.7,59.1,7,1,14.3,0,17.7
906,2018-2019,16,Bayern Munich,Manuel Neuer,GER,32,90.0,Home,RB Leipzig,Win,2,0,2,100.0,0.1,6,16,37.5,42,5,33.3,34.7,5,40.0,35.2,3,0,0.0,3,22.6
907,2018-2019,16,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Away,Bayern Munich,Defeat,4,1,3,75.0,1.3,7,28,25.0,32,4,59.4,48.5,9,100.0,68.9,7,1,14.3,3,19.3
908,2018-2019,17,Dortmund,Roman Bürki,SUI,28,90.0,Home,Mönchengladbach,Win,2,1,1,50.0,1.0,7,14,50.0,20,2,55.0,42.5,7,42.9,47.7,5,0,0.0,0,10.3
909,2018-2019,17,Mönchengladbach,Yann Sommer,SUI,30,90.0,Away,Dortmund,Defeat,4,2,2,50.0,1.3,3,9,33.3,39,3,20.5,29.1,7,14.3,32.7,5,1,20.0,0,12.8
910,2018-2019,17,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Home,Werder Bremen,Win,6,2,4,66.7,2.0,12,30,40.0,33,2,72.7,52.9,6,100.0,70.3,7,0,0.0,1,15.0
911,2018-2019,17,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Away,RB Leipzig,Defeat,6,3,3,50.0,2.5,11,18,61.1,41,7,36.6,33.8,8,37.5,38.3,9,0,0.0,0,14.5
912,2018-2019,17,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Hertha BSC,Win,8,1,7,87.5,2.4,10,20,50.0,44,10,38.6,34.8,4,75.0,53.3,13,0,0.0,0,12.9
913,2018-2019,17,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Bayer Leverkusen,Defeat,6,3,3,50.0,2.3,15,20,75.0,26,6,50.0,39.3,10,70.0,48.1,8,1,12.5,0,11.0
914,2018-2019,17,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Home,Schalke 04,Defeat,5,3,3,40.0,1.9,4,11,36.4,42,9,21.4,31.4,7,28.6,32.7,0,0,,3,17.7
915,2018-2019,17,Schalke 04,Ralf Fährmann,GER,30,90.0,Away,Stuttgart,Win,5,1,4,80.0,1.7,3,21,14.3,22,2,72.7,52.9,7,71.4,53.6,13,1,7.7,1,13.0
916,2018-2019,17,Nürnberg,Fabian Bredlow,GER,23,90.0,Home,Freiburg,Defeat,3,1,2,66.7,1.2,13,17,76.5,45,3,31.1,32.6,11,27.3,33.9,4,0,0.0,0,14.3
917,2018-2019,17,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Nürnberg,Win,3,0,3,100.0,0.4,7,24,29.2,26,4,61.5,46.7,11,72.7,61.9,13,0,0.0,1,13.4
918,2018-2019,17,Hannover 96,Michael Esser,GER,31,90.0,Home,Düsseldorf,Defeat,6,1,5,83.3,1.6,3,11,27.3,19,2,36.8,31.3,7,57.1,48.3,3,0,0.0,2,23.0
919,2018-2019,17,Düsseldorf,Michael Rensing,GER,34,90.0,Away,Hannover 96,Win,4,0,4,100.0,0.2,8,19,42.1,22,6,50.0,42.3,10,80.0,60.0,12,1,8.3,0,10.4
920,2018-2019,17,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,Bayern Munich,Defeat,7,3,4,57.1,2.2,13,20,65.0,23,1,56.5,41.4,9,77.8,57.7,6,0,0.0,0,13.3
921,2018-2019,17,Bayern Munich,Manuel Neuer,GER,32,90.0,Away,Eintracht Frankfurt,Win,2,0,2,100.0,0.9,8,27,29.6,38,6,65.8,43.7,9,22.2,33.4,7,2,28.6,0,10.5
922,2018-2019,17,Augsburg,Andreas Luthe,GER,31,90.0,Home,Wolfsburg,Defeat,5,3,2,40.0,2.7,6,17,35.3,18,0,72.2,49.1,5,80.0,54.6,8,0,0.0,0,13.7
923,2018-2019,17,Wolfsburg,Koen Casteels,BEL,26,90.0,Away,Augsburg,Win,4,2,2,50.0,1.0,17,30,56.7,54,9,46.3,43.8,9,55.6,54.0,11,3,27.3,1,13.3
924,2018-2019,17,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,Mainz 05,Draw,5,1,4,80.0,1.5,1,3,33.3,31,7,9.7,21.9,8,0.0,29.4,7,0,0.0,2,17.8
925,2018-2019,17,Mainz 05,Robin Zentner,GER,24,90.0,Away,Hoffenheim,Draw,7,1,6,85.7,0.8,7,28,25.0,23,6,65.2,47.4,15,86.7,65.5,13,2,15.4,0,12.4
926,2018-2019,18,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,Bayern Munich,Defeat,9,3,6,66.7,3.9,6,17,35.3,44,8,29.5,29.4,9,44.4,40.1,8,2,25.0,0,12.2
927,2018-2019,18,Bayern Munich,Manuel Neuer,GER,32,90.0,Away,Hoffenheim,Win,5,1,4,80.0,1.0,15,21,71.4,37,2,48.6,37.6,4,75.0,43.8,5,0,0.0,0,16.0
928,2018-2019,18,Hannover 96,Michael Esser,GER,31,90.0,Home,Werder Bremen,Defeat,14,1,13,92.9,3.0,6,15,40.0,38,7,36.8,34.2,10,10.0,27.9,13,1,7.7,1,33.0
929,2018-2019,18,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Away,Hannover 96,Win,0,0,0,,0.0,12,16,75.0,19,4,47.4,37.9,9,77.8,52.3,11,1,9.1,0,13.6
930,2018-2019,18,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Mönchengladbach,Defeat,3,1,2,66.7,1.0,4,7,57.1,30,4,23.3,32.6,4,0.0,26.0,3,1,33.3,2,26.3
931,2018-2019,18,Mönchengladbach,Yann Sommer,SUI,30,90.0,Away,Bayer Leverkusen,Win,9,0,9,100.0,3.2,13,36,36.1,46,6,60.9,45.3,9,88.9,56.2,17,4,23.5,1,13.2
932,2018-2019,18,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Home,Mainz 05,Defeat,4,3,2,25.0,1.5,8,16,50.0,27,6,44.4,40.9,6,66.7,49.3,10,0,0.0,4,17.4
933,2018-2019,18,Mainz 05,Florian Müller,GER,21,90.0,Away,Stuttgart,Win,7,2,5,71.4,2.2,7,27,25.9,20,1,70.0,47.0,13,100.0,66.7,19,1,5.3,0,15.3
934,2018-2019,18,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,Freiburg,Win,7,1,6,85.7,1.9,11,22,50.0,32,4,46.9,38.3,8,87.5,65.6,13,1,7.7,0,13.3
935,2018-2019,18,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Eintracht Frankfurt,Defeat,4,3,1,25.0,1.9,8,19,42.1,29,5,37.9,35.6,10,80.0,58.8,9,1,11.1,1,14.6
936,2018-2019,18,Augsburg,Gregor Kobel,SUI,21,90.0,Home,Düsseldorf,Defeat,3,2,1,33.3,1.0,4,14,28.6,21,3,33.3,32.8,7,100.0,64.3,5,0,0.0,1,14.0
937,2018-2019,18,Düsseldorf,Michael Rensing,GER,34,90.0,Away,Augsburg,Win,5,1,4,80.0,0.5,11,25,44.0,34,5,52.9,42.4,8,87.5,60.6,13,2,15.4,0,10.7
938,2018-2019,18,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Home,Dortmund,Defeat,4,1,3,75.0,1.3,8,12,66.7,19,5,31.6,33.2,6,100.0,62.7,2,0,0.0,2,17.9
939,2018-2019,18,Dortmund,Roman Bürki,SUI,28,90.0,Away,RB Leipzig,Win,5,0,5,100.0,0.8,9,32,28.1,35,10,57.1,40.2,14,85.7,59.4,11,3,27.3,1,13.5
940,2018-2019,18,Nürnberg,Christian Mathenia,GER,26,90.0,Home,Hertha BSC,Defeat,8,3,5,62.5,2.8,10,19,52.6,25,5,60.0,46.3,4,100.0,56.3,6,0,0.0,0,14.2
941,2018-2019,18,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Nürnberg,Win,3,1,2,66.7,0.8,9,29,31.0,30,2,66.7,47.3,9,100.0,62.0,7,0,0.0,0,6.6
942,2018-2019,18,Schalke 04,Alexander Nübel,GER,22,90.0,Home,Wolfsburg,Win,5,1,4,80.0,1.9,9,14,64.3,18,1,44.4,39.4,7,85.7,57.6,7,0,0.0,1,15.3
943,2018-2019,18,Wolfsburg,Koen Casteels,BEL,26,90.0,Away,Schalke 04,Defeat,4,2,3,75.0,2.3,13,29,44.8,64,8,31.3,36.5,12,75.0,56.4,7,1,14.3,1,12.1
944,2018-2019,19,Hertha BSC,Rune Jarstein,NOR,34,90.0,Home,Schalke 04,Draw,6,2,4,66.7,1.4,17,33,51.5,31,2,74.2,48.3,10,100.0,65.2,9,1,11.1,0,16.0
945,2018-2019,19,Schalke 04,Alexander Nübel,GER,22,90.0,Away,Hertha BSC,Draw,4,2,2,50.0,1.3,7,18,38.9,22,3,63.6,48.4,4,100.0,58.3,12,3,25.0,0,10.0
946,2018-2019,19,Mainz 05,Florian Müller,GER,21,90.0,Home,Nürnberg,Win,3,1,2,66.7,0.6,8,17,47.1,30,7,40.0,39.6,6,83.3,58.8,3,0,0.0,2,16.8
947,2018-2019,19,Nürnberg,Christian Mathenia,GER,26,90.0,Away,Mainz 05,Defeat,3,2,2,33.3,2.5,8,27,29.6,28,3,60.7,46.3,11,90.9,66.2,10,2,20.0,1,16.9
948,2018-2019,19,Dortmund,Roman Bürki,SUI,28,90.0,Home,Hannover 96,Win,4,1,3,75.0,1.2,5,19,26.3,26,4,53.8,40.7,6,83.3,64.0,5,0,0.0,1,16.0
949,2018-2019,19,Hannover 96,Michael Esser,GER,31,90.0,Away,Dortmund,Defeat,9,5,4,44.4,1.5,7,10,70.0,27,4,25.9,31.4,10,30.0,31.6,3,0,0.0,1,15.8
950,2018-2019,19,Freiburg,Alexander Schwolow,GER,26,90.0,Home,Hoffenheim,Defeat,10,4,7,70.0,3.2,9,13,69.2,29,9,37.9,37.1,6,33.3,41.7,9,1,11.1,0,11.6
951,2018-2019,19,Hoffenheim,Oliver Baumann,GER,28,90.0,Away,Freiburg,Win,8,2,6,75.0,2.9,13,22,59.1,44,5,43.2,39.0,9,33.3,34.0,11,1,9.1,0,12.1
952,2018-2019,19,Mönchengladbach,Yann Sommer,SUI,30,90.0,Home,Augsburg,Win,1,0,1,100.0,0.2,2,4,50.0,21,6,14.3,25.4,6,16.7,33.2,9,1,11.1,0,8.0
953,2018-2019,19,Augsburg,Gregor Kobel,SUI,21,90.0,Away,Mönchengladbach,Defeat,4,2,2,50.0,2.2,5,15,33.3,29,4,34.5,32.8,7,71.4,61.6,15,0,0.0,2,24.5
954,2018-2019,19,Wolfsburg,Koen Casteels,BEL,26,90.0,Home,Bayer Leverkusen,Defeat,14,3,12,85.7,4.8,5,17,29.4,34,10,38.2,38.0,8,50.0,43.9,7,1,14.3,2,16.3
955,2018-2019,19,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Away,Wolfsburg,Win,4,1,4,75.0,0.8,11,21,52.4,40,4,40.0,37.7,6,83.3,50.0,7,1,14.3,2,21.0
956,2018-2019,19,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Eintracht Frankfurt,Draw,3,2,2,66.7,2.2,5,17,29.4,27,4,44.4,36.9,5,100.0,59.6,7,0,0.0,1,17.0
957,2018-2019,19,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Away,Werder Bremen,Draw,9,2,7,77.8,3.1,18,36,50.0,46,5,65.2,44.4,6,100.0,63.2,8,0,0.0,1,13.3
958,2018-2019,19,Bayern Munich,Manuel Neuer,GER,32,90.0,Home,Stuttgart,Win,2,1,1,50.0,0.5,3,5,60.0,33,7,15.2,26.5,3,0.0,26.7,7,1,14.3,2,17.7
959,2018-2019,19,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Away,Bayern Munich,Defeat,6,4,3,33.3,1.5,4,23,17.4,27,1,55.6,47.8,12,66.7,57.7,8,0,0.0,1,15.8
960,2018-2019,19,Düsseldorf,Michael Rensing,GER,34,90.0,Home,RB Leipzig,Defeat,8,4,4,50.0,2.4,7,15,46.7,31,4,25.8,31.2,7,100.0,69.4,8,0,0.0,0,12.8
961,2018-2019,19,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Away,Düsseldorf,Win,0,0,0,,0.0,7,15,46.7,23,4,34.8,35.3,7,100.0,70.1,9,0,0.0,0,10.0
962,2018-2019,20,Hannover 96,Michael Esser,GER,31,90.0,Home,RB Leipzig,Defeat,7,3,5,71.4,3.6,6,29,20.7,35,5,65.7,47.9,7,85.7,60.6,9,1,11.1,0,12.3
963,2018-2019,20,RB Leipzig,Péter Gulácsi,HUN,28,45.0,Away,Hannover 96,Win,0,0,0,,0.0,2,4,50.0,8,3,37.5,34.5,3,33.3,40.7,1,0,0.0,0,15.3
964,2018-2019,20,RB Leipzig,Yvon Mvogo,SUI,24,45.0,Away,Hannover 96,Win,1,0,1,100.0,0.0,5,10,50.0,9,0,88.9,56.2,2,100.0,61.0,0,0,,0,11.0
965,2018-2019,20,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,Düsseldorf,Draw,5,1,4,80.0,1.2,2,11,18.2,34,3,29.4,33.0,5,20.0,33.0,15,0,0.0,1,14.0
966,2018-2019,20,Düsseldorf,Michael Rensing,GER,34,90.0,Away,Hoffenheim,Draw,3,1,3,100.0,1.1,7,17,41.2,19,5,52.6,39.4,10,70.0,55.8,5,1,20.0,0,12.5
967,2018-2019,20,Hertha BSC,Rune Jarstein,NOR,34,90.0,Home,Wolfsburg,Defeat,4,1,3,75.0,1.4,15,24,62.5,27,3,70.4,42.7,5,100.0,65.0,12,3,25.0,0,7.0
968,2018-2019,20,Wolfsburg,Koen Casteels,BEL,26,90.0,Away,Hertha BSC,Win,5,0,5,100.0,1.6,11,26,42.3,36,5,61.1,44.1,6,66.7,52.0,20,2,10.0,0,10.0
969,2018-2019,20,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,Dortmund,Draw,4,1,3,75.0,1.4,13,24,54.2,31,2,48.4,41.4,9,100.0,68.3,6,1,16.7,0,18.3
970,2018-2019,20,Dortmund,Roman Bürki,SUI,28,90.0,Away,Eintracht Frankfurt,Draw,6,1,5,83.3,0.8,6,17,35.3,24,5,50.0,39.3,9,55.6,38.0,16,0,0.0,1,15.2
971,2018-2019,20,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Bayern Munich,Win,6,1,5,83.3,1.6,9,23,39.1,50,6,36.0,35.1,9,55.6,42.1,15,4,26.7,0,14.0
972,2018-2019,20,Bayern Munich,Sven Ulreich,GER,30,90.0,Away,Bayer Leverkusen,Defeat,4,3,1,25.0,2.1,7,11,63.6,31,7,32.3,31.5,5,20.0,35.2,6,0,0.0,4,21.8
973,2018-2019,20,Nürnberg,Christian Mathenia,GER,26,90.0,Home,Werder Bremen,Draw,3,1,2,66.7,0.9,13,25,52.0,42,5,50.0,43.5,6,66.7,57.3,9,2,22.2,0,13.9
974,2018-2019,20,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Away,Nürnberg,Draw,2,1,1,50.0,0.3,9,13,69.2,22,4,40.9,33.8,10,40.0,42.0,6,1,16.7,1,18.5
975,2018-2019,20,Schalke 04,Daniel Caligiuri,ITA,31,90.0,Home,Mönchengladbach,Defeat,3,0,3,100.0,0.5,5,8,62.5,20,3,30.0,33.7,4,50.0,35.5,3,0,0.0,0,8.0
976,2018-2019,20,Schalke 04,Alexander Nübel,GER,22,58.0,Home,Mönchengladbach,Defeat,4,2,2,50.0,1.8,3,7,42.9,5,1,80.0,52.6,4,75.0,49.8,6,1,16.7,0,
977,2018-2019,20,Mönchengladbach,Yann Sommer,SUI,27,90.0,Away,Schalke 04,Win,1,0,1,100.0,0.1,5,9,55.6,32,4,21.9,29.0,6,33.3,36.7,5,1,20.0,0,8.0
978,2018-2019,20,Augsburg,Gregor Kobel,SUI,21,90.0,Home,Mainz 05,Win,0,0,0,,0.0,5,16,31.3,29,4,41.4,37.4,5,80.0,61.4,9,4,44.4,0,16.0
979,2018-2019,20,Mainz 05,Florian Müller,GER,21,90.0,Away,Augsburg,Defeat,6,3,5,83.3,3.2,5,20,25.0,27,5,48.1,43.8,9,77.8,56.3,12,2,16.7,0,13.8
980,2018-2019,20,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Home,Freiburg,Draw,4,2,2,50.0,1.9,8,22,36.4,37,6,54.1,40.0,5,40.0,46.2,8,0,0.0,3,18.6
981,2018-2019,20,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Stuttgart,Draw,4,2,2,50.0,1.2,8,24,33.3,17,1,52.9,50.0,15,100.0,71.3,20,1,5.0,1,12.9
982,2018-2019,21,Mainz 05,Florian Müller,GER,21,90.0,Home,Bayer Leverkusen,Defeat,7,5,2,28.6,3.0,5,20,25.0,21,6,57.1,43.8,8,100.0,70.0,9,0,0.0,0,11.5
983,2018-2019,21,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Away,Mainz 05,Win,2,1,1,50.0,0.9,12,18,66.7,72,7,20.8,29.4,5,60.0,48.6,8,0,0.0,0,14.8
984,2018-2019,21,Hannover 96,Michael Esser,GER,31,90.0,Home,Nürnberg,Win,1,0,1,100.0,0.3,11,18,61.1,34,6,41.2,37.6,11,36.4,40.1,11,0,0.0,3,16.6
985,2018-2019,21,Nürnberg,Christian Mathenia,GER,26,90.0,Away,Hannover 96,Defeat,8,2,6,75.0,2.1,8,29,27.6,43,5,55.8,44.4,8,62.5,55.1,10,1,10.0,0,8.7
986,2018-2019,21,Freiburg,Alexander Schwolow,GER,26,90.0,Home,Wolfsburg,Draw,3,3,1,33.3,1.9,11,26,42.3,31,9,58.1,45.2,8,100.0,71.3,12,1,8.3,0,11.4
987,2018-2019,21,Wolfsburg,Koen Casteels,BEL,26,90.0,Away,Freiburg,Draw,4,3,1,25.0,2.4,10,26,38.5,48,2,47.9,44.9,4,75.0,59.5,8,1,12.5,1,12.6
988,2018-2019,21,Dortmund,Roman Bürki,SUI,28,90.0,Home,Hoffenheim,Draw,6,3,3,50.0,1.7,7,14,50.0,28,6,39.3,38.0,6,50.0,46.0,12,1,8.3,0,11.0
989,2018-2019,21,Hoffenheim,Oliver Baumann,GER,28,90.0,Away,Dortmund,Draw,7,3,4,57.1,2.2,1,6,16.7,24,5,25.0,31.0,4,0.0,30.0,6,2,33.3,2,14.0
990,2018-2019,21,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Home,Eintracht Frankfurt,Draw,2,0,2,100.0,0.5,9,21,42.9,25,0,64.0,49.8,5,100.0,69.2,8,0,0.0,3,19.6
991,2018-2019,21,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Away,RB Leipzig,Draw,0,0,0,,0.0,10,25,40.0,23,2,65.2,42.5,10,100.0,64.0,11,0,0.0,0,18.3
992,2018-2019,21,Mönchengladbach,Yann Sommer,SUI,30,90.0,Home,Hertha BSC,Defeat,4,3,1,25.0,2.1,3,8,37.5,47,4,14.9,28.5,6,16.7,31.5,6,0,0.0,1,13.5
993,2018-2019,21,Hertha BSC,Rune Jarstein,NOR,34,90.0,Away,Mönchengladbach,Win,4,0,4,100.0,1.3,14,28,50.0,19,1,94.7,59.1,10,100.0,65.4,15,0,0.0,1,14.2
994,2018-2019,21,Bayern Munich,Sven Ulreich,GER,30,90.0,Home,Schalke 04,Win,3,1,2,66.7,0.5,2,2,100.0,20,6,10.0,24.6,1,0.0,30.0,3,0,0.0,1,19.0
995,2018-2019,21,Schalke 04,Ralf Fährmann,GER,30,90.0,Away,Bayern Munich,Defeat,5,3,3,40.0,1.7,7,23,30.4,24,6,50.0,43.4,12,91.7,61.6,7,0,0.0,1,13.6
996,2018-2019,21,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Augsburg,Win,3,0,3,100.0,1.1,14,26,53.8,38,8,57.9,43.9,6,66.7,49.7,9,0,0.0,1,15.2
997,2018-2019,21,Augsburg,Gregor Kobel,SUI,21,90.0,Away,Werder Bremen,Defeat,5,4,1,20.0,3.0,3,10,30.0,25,2,32.0,32.1,7,28.6,40.6,5,0,0.0,2,18.8
998,2018-2019,21,Düsseldorf,Michael Rensing,GER,34,90.0,Home,Stuttgart,Win,3,0,3,100.0,0.2,3,17,17.6,18,5,27.8,34.2,12,100.0,69.3,14,0,0.0,0,12.8
999,2018-2019,21,Stuttgart,Ron-Robert Zieler,GER,29,90.0,Away,Düsseldorf,Defeat,6,3,3,50.0,1.7,6,21,28.6,30,6,50.0,38.5,9,66.7,57.9,8,0,0.0,1,14.7
1000,2018-2019,22,Augsburg,Gregor Kobel,SUI,21,90.0,Home,Bayern Munich,Defeat,8,3,5,62.5,2.0,4,21,19.0,17,4,58.8,44.7,13,84.6,61.8,8,1,12.5,0,11.4
1001,2018-2019,22,Bayern Munich,Manuel Neuer,GER,32,90.0,Away,Augsburg,Win,2,2,1,0.0,0.5,8,13,61.5,34,3,32.4,33.2,10,20.0,35.0,9,1,11.1,4,24.0
1002,2018-2019,22,Stuttgart,Ron-Robert Zieler,GER,30,90.0,Home,RB Leipzig,Defeat,4,3,1,25.0,1.9,8,21,38.1,24,4,66.7,48.8,5,100.0,73.0,6,0,0.0,0,14.1
1003,2018-2019,22,RB Leipzig,Péter Gulácsi,HUN,28,90.0,Away,Stuttgart,Win,2,1,2,100.0,1.1,5,18,27.8,24,5,54.2,46.2,6,83.3,56.0,13,1,7.7,1,19.3
1004,2018-2019,22,Wolfsburg,Koen Casteels,BEL,26,90.0,Home,Mainz 05,Win,4,0,4,100.0,0.6,10,21,47.6,36,5,52.8,43.1,6,33.3,38.2,13,1,7.7,0,9.7
1005,2018-2019,22,Mainz 05,Florian Müller,GER,21,90.0,Away,Wolfsburg,Defeat,5,3,3,60.0,1.7,11,19,57.9,24,4,45.8,38.8,12,66.7,56.3,7,0,0.0,1,14.8
1006,2018-2019,22,Schalke 04,Ralf Fährmann,GER,30,90.0,Home,Freiburg,Draw,3,0,3,100.0,0.4,9,18,50.0,25,2,60.0,43.9,6,50.0,41.2,6,0,0.0,4,26.8
1007,2018-2019,22,Freiburg,Alexander Schwolow,GER,26,90.0,Away,Schalke 04,Draw,2,0,2,100.0,0.1,10,19,52.6,32,1,31.3,31.7,12,75.0,60.3,5,0,0.0,1,17.5
1008,2018-2019,22,Hoffenheim,Oliver Baumann,GER,28,90.0,Home,Hannover 96,Win,1,0,1,100.0,0.0,3,3,100.0,14,4,7.1,22.4,6,33.3,35.8,3,0,0.0,1,23.0
1009,2018-2019,22,Hannover 96,Michael Esser,GER,31,90.0,Away,Hoffenheim,Defeat,9,3,6,66.7,2.3,15,24,62.5,31,11,58.1,41.9,14,42.9,38.1,22,1,4.5,1,15.4
1010,2018-2019,22,Hertha BSC,Vedad Ibišević,BIH,34,1.0,Home,Werder Bremen,Draw,2,1,1,50.0,0.9,14,25,56.0,26,3,73.1,48.5,6,100.0,63.0,5,0,0.0,2,17.8
1011,2018-2019,22,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Away,Hertha BSC,Draw,2,1,1,50.0,0.8,5,11,45.5,33,6,33.3,32.3,6,0.0,25.0,4,0,0.0,0,13.1
1012,2018-2019,22,Eintracht Frankfurt,Kevin Trapp,GER,28,90.0,Home,Mönchengladbach,Draw,5,1,4,80.0,0.7,13,26,50.0,27,4,70.4,47.7,8,87.5,63.0,10,0,0.0,1,14.8
1013,2018-2019,22,Mönchengladbach,Yann Sommer,SUI,30,90.0,Away,Eintracht Frankfurt,Draw,3,1,2,66.7,1.0,9,15,60.0,59,4,22.0,28.4,6,33.3,38.3,10,0,0.0,1,15.7
1014,2018-2019,22,Bayer Leverkusen,Lukáš Hrádecký,FIN,29,90.0,Home,Düsseldorf,Win,0,0,0,,0.0,2,4,50.0,45,3,8.9,26.5,3,0.0,25.0,3,0,0.0,1,26.0
1015,2018-2019,22,Düsseldorf,Jaroslav Drobný,CZE,39,90.0,Away,Bayer Leverkusen,Defeat,7,2,5,71.4,2.5,10,16,62.5,17,3,76.5,47.9,6,50.0,45.2,7,0,0.0,0,14.0
1016,2018-2019,22,Nürnberg,Christian Mathenia,GER,26,90.0,Home,Dortmund,Draw,6,0,6,100.0,1.0,6,18,33.3,28,2,46.4,41.3,10,50.0,48.9,20,3,15.0,0,9.0
1017,2018-2019,22,Dortmund,Roman Bürki,SUI,28,90.0,Away,Nürnberg,Draw,2,0,2,100.0,0.3,4,8,50.0,16,5,43.8,40.7,2,50.0,42.0,4,0,0.0,2,20.4
1018,2018-2019,23,Werder Bremen,Jiří Pavlenka,CZE,26,90.0,Home,Stuttgart,Draw,3,1,2,66.7,0.5,1,4,25.0,14,3,21.4,29.0,3,33.3,36.7,5,0,0.0,0,14.4
